Chn,Identifier,Flg,DLC,D0,1,2,3,4,5,6,D7,Time,Dir
,0,00000230,8,64,00,00,00,00,00,00,00,28086.098430,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.098680,R
,0,00000163,8,00,00,00,00,00,09,62,59,28086.099280,R
,0,00000163,8,00,00,00,00,00,09,62,5A,28086.101330,R
,0,00000163,8,00,00,00,00,00,09,62,5B,28086.103380,R
,0,00000163,8,00,00,00,00,00,09,62,5C,28086.105340,R
,0,000000A0,8,43,08,00,00,00,00,00,00,28086.107390,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.107640,R
,0,000000B0,8,A7,08,00,00,00,00,00,00,28086.107900,R
,0,000000C0,8,0B,09,00,00,00,00,00,00,28086.108150,R
,0,00000163,8,00,00,00,00,00,09,62,5D,28086.108410,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.108670,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.108840,R
,0,00000163,8,00,00,00,00,00,09,62,5E,28086.109430,R
,0,00000163,8,00,00,00,00,00,09,62,5F,28086.111480,R
,0,00000163,8,00,00,00,00,00,09,62,60,28086.113530,R
,0,00000163,8,00,00,00,00,00,09,62,61,28086.115580,R
,0,000000A0,8,48,08,00,00,00,00,00,00,28086.117370,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.117630,R
,0,000000B0,8,AC,08,00,00,00,00,00,00,28086.117880,R
,0,000000C0,8,10,09,00,00,00,00,00,00,28086.118140,R
,0,00000163,8,00,00,00,00,00,09,62,62,28086.118390,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.118650,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.118910,R
,0,00000163,8,00,00,00,00,00,09,62,63,28086.119670,R
,0,00000163,8,00,00,00,00,00,09,63,00,28086.121720,R
,0,00000163,8,00,00,00,00,00,09,63,01,28086.123770,R
,0,00000163,8,00,00,00,00,00,09,63,02,28086.125730,R
,0,000000A1,8,45,06,00,00,00,00,00,00,28086.127350,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.127610,R
,0,000000B1,8,45,06,00,00,00,00,00,00,28086.127870,R
,0,00000163,8,00,00,00,00,00,09,63,03,28086.128120,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.128380,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.128630,R
,0,00000163,8,00,00,00,00,00,09,63,04,28086.129830,R
,0,00000163,8,00,00,00,00,00,09,63,05,28086.131880,R
,0,00000163,8,00,00,00,00,00,09,63,06,28086.133930,R
,0,00000163,8,00,00,00,00,00,09,63,07,28086.135970,R
,0,000000A1,8,4A,06,00,00,00,00,00,00,28086.137420,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.137680,R
,0,000000B1,8,4A,06,00,00,00,00,00,00,28086.137850,R
,0,00000163,8,00,00,00,00,00,09,63,08,28086.138110,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.138360,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.138620,R
,0,00000163,8,00,00,00,00,00,09,63,09,28086.140070,R
,0,00000163,8,00,00,00,00,00,09,63,0A,28086.142030,R
,0,00000163,8,00,00,00,00,00,09,63,0B,28086.144080,R
,0,00000163,8,00,00,00,00,00,09,63,0C,28086.146130,R
,0,000000A1,8,4F,06,00,00,00,00,00,00,28086.147410,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.147660,R
,0,000000B1,8,4F,06,00,00,00,00,00,00,28086.147830,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.148090,R
,0,00000163,8,00,00,00,00,00,09,63,0D,28086.148350,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.148600,R
,0,00000163,8,00,00,00,00,00,09,63,0E,28086.150220,R
,0,00000163,8,00,00,00,00,00,09,63,0F,28086.152270,R
,0,00000163,8,00,00,00,00,00,09,63,10,28086.154320,R
,0,00000163,8,00,00,00,00,00,09,63,11,28086.156370,R
,0,000000C4,8,4F,06,00,00,00,00,00,00,28086.157390,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.157650,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.157900,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.158160,R
,0,00000163,8,00,00,00,00,00,09,63,12,28086.158420,R
,0,00000163,8,00,00,00,00,00,09,63,13,28086.160380,R
,0,00000163,8,00,00,00,00,00,09,63,14,28086.162430,R
,0,00000163,8,00,00,00,00,00,09,63,15,28086.164470,R
,0,00000163,8,00,00,00,00,00,09,63,16,28086.166520,R
,0,000000C4,8,4F,06,00,00,00,00,00,00,28086.167380,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.167630,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.167890,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.168140,R
,0,00000163,8,00,00,00,00,00,09,63,17,28086.168570,R
,0,00000163,8,00,00,00,00,00,09,63,18,28086.170620,R
,0,00000163,8,00,00,00,00,00,09,63,19,28086.172670,R
,0,00000163,8,00,00,00,00,00,09,63,1A,28086.174710,R
,0,00000163,8,00,00,00,00,00,09,63,1B,28086.176760,R
,0,000000C4,8,4F,06,00,00,00,00,00,00,28086.177360,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.177620,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.177870,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.178130,R
,0,00000163,8,00,00,00,00,00,09,63,1C,28086.178810,R
,0,00000163,8,00,00,00,00,00,09,63,1D,28086.180770,R
,0,00000163,8,00,00,00,00,00,09,63,1E,28086.182820,R
,0,00000163,8,00,00,00,00,00,09,63,1F,28086.184870,R
,0,00000163,8,00,00,00,00,00,09,63,20,28086.186920,R
,0,000000C4,8,4F,06,00,00,00,00,00,00,28086.187340,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.187600,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.187860,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.188110,R
,0,00000163,8,00,00,00,00,00,09,63,21,28086.188970,R
,0,00000163,8,00,00,00,00,00,09,63,22,28086.191010,R
,0,00000163,8,00,00,00,00,00,09,63,23,28086.193060,R
,0,00000163,8,00,00,00,00,00,09,63,24,28086.195110,R
,0,00000163,8,00,00,00,00,00,09,63,25,28086.197160,R
,0,000000C4,8,4F,06,00,00,00,00,00,00,28086.197330,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.197580,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.197840,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.198100,R
,0,00000163,8,00,00,00,00,00,09,63,26,28086.199120,R
,0,00000163,8,00,00,00,00,00,09,63,27,28086.201170,R
,0,00000163,8,00,00,00,00,00,09,63,28,28086.203220,R
,0,00000163,8,00,00,00,00,00,09,63,29,28086.205260,R
,0,00000163,8,00,00,00,00,00,09,63,2A,28086.207310,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.207570,R
,0,000000A3,8,48,08,00,00,00,00,00,00,28086.207820,R
,0,000000B3,8,10,09,00,00,00,00,00,00,28086.208080,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.208340,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.208510,R
,0,00000163,8,00,00,00,00,00,09,63,2B,28086.209360,R
,0,00000163,8,00,00,00,00,00,09,63,2C,28086.211410,R
,0,00000163,8,00,00,00,00,00,09,63,2D,28086.213460,R
,0,00000163,8,00,00,00,00,00,09,63,2E,28086.215500,R
,0,000000A3,8,48,08,00,00,00,00,00,00,28086.217380,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.217640,R
,0,000000B3,8,10,09,00,00,00,00,00,00,28086.217810,R
,0,00000163,8,00,00,00,00,00,09,63,2F,28086.218060,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.218320,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.218580,R
,0,00000163,8,00,00,00,00,00,09,63,30,28086.219510,R
,0,00000163,8,00,00,00,00,00,09,63,31,28086.221560,R
,0,00000163,8,00,00,00,00,00,09,63,32,28086.223610,R
,0,00000163,8,00,00,00,00,00,09,63,33,28086.225660,R
,0,000000A3,8,48,08,00,00,00,00,00,00,28086.227370,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.227620,R
,0,000000B3,8,10,09,00,00,00,00,00,00,28086.227880,R
,0,00000163,8,00,00,00,00,00,09,63,34,28086.228050,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.228300,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.228560,R
,0,00000163,8,00,00,00,00,00,09,63,35,28086.229750,R
,0,00000163,8,00,00,00,00,00,09,63,36,28086.231800,R
,0,00000163,8,00,00,00,00,00,09,63,37,28086.233850,R
,0,00000163,8,00,00,00,00,00,09,63,38,28086.235810,R
,0,000000A3,8,48,08,00,00,00,00,00,00,28086.237350,R
,0,00000090,8,64,00,00,00,00,00,00,00,28086.237610,R
,0,000000B3,8,10,09,00,00,00,00,00,00,28086.237860,R
,0,00000163,8,00,00,00,00,00,09,63,39,28086.238120,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.238290,R
,0,00000323,8,64,00,00,00,00,00,00,00,28086.238540,R
,0,00000163,8,00,00,00,00,00,09,63,3A,28086.239910,R
,0,00000163,8,00,00,00,00,00,09,63,3B,28086.241960,R
,0,00000163,8,00,00,00,00,00,09,63,3C,28086.244010,R
,0,00000163,8,00,00,00,00,00,09,63,3D,28086.246050,R
,0,00000230,8,64,00,00,00,00,00,00,00,28086.247330,R
