Chn,dec,id,Time,t,B0,B0,B0,,C0,,,,,,,
,0,500,27630.53585,,,,,,,,,,,,,
,0,565,27630.5361,,,,,,,,,,,,,
,0,163,27630.5367,,,,,,,,,,,,,
,0,565,27630.53704,,,,,,,,,,,,,
,0,163,27630.53806,,,,,,,,,,,,,
,0,565,27630.53849,,,,,,,,,,,,,
,0,163,27630.54011,,,,,,,,,,,,,
,0,565,27630.54054,,,,,,,,,,,,,
,0,163,27630.54216,,,,,,,,,,,,,
,0,565,27630.5425,,,,,,,,,,,,,
,0,000000A3,27630.54387,,,,,,,,,,,,,
,0,90,27630.54412,,,,,,,,,,,,,
,0,98,27630.54438,,,,,,,,,,,,,
,0,000000B2,27630.54463,,,,,,,,,,,,,
,0,000000B3,27630.54481,,,,,,,,,,,,,
,0,163,27630.54506,,,,,,,,,,,,,
,0,230,27630.54532,,,,,,,,,,,,,
,0,323,27630.54557,,,,,,,,,,,,,
,0,500,27630.54583,,,,,,,,,,,,,
,0,565,27630.54609,,,,,,,,,,,,,
,0,163,27630.54668,,,,,,,,,,,,,
,0,565,27630.54711,,,,,,,,,,,,,
,0,163,27630.54822,,,,,,,,,,,,,
,0,565,27630.54865,,,,,,,,,,,,,
,0,163,27630.55027,,,,,,,,,,,,,
,0,565,27630.55069,,,,,,,,,,,,,
,0,163,27630.55231,,,,,,,,,,,,,
,0,565,27630.55274,,,,,,,,,,,,,
,0,000000A3,27630.55385,,,,,,,,,,,,,
,0,90,27630.55411,,,,,,,,,,,,,
,0,98,27630.55436,,,,,,,,,,,,,
,0,000000B2,27630.55462,,,,,,,,,,,,,
,0,000000B3,27630.55487,,,,,,,,,,,,,
,0,163,27630.55513,,,,,,,,,,,,,
,0,230,27630.5553,,,,,,,,,,,,,
,0,323,27630.55556,,,,,,,,,,,,,
,0,500,27630.55581,,,,,,,,,,,,,
,0,565,27630.55607,,,,,,,,,,,,,
,0,163,27630.55667,,,,,,,,,,,,,
,0,565,27630.55709,,,,,,,,,,,,,
,0,163,27630.55846,,,,,,,,,,,,,
,0,565,27630.55889,,,,,,,,,,,,,
,0,163,27630.56051,,,,,,,,,,,,,
,0,565,27630.56093,,,,,,,,,,,,,
,0,163,27630.56255,,,,,,,,,,,,,
,0,565,27630.5629,,,,,,,,,,,,,
,0,230,27630.56383,,,,,,,,,,,,,
,0,90,27630.56409,,,,,,,,,,,,,
,0,98,27630.56435,,,,,,,,,,,,,
,0,000000B2,27630.5646,,,,,,,,,,,,,
,0,163,27630.56486,,,,,,,,,,,,,
,0,323,27630.56511,,,,,,,,,,,,,
,0,500,27630.56537,,,,,,,,,,,,,
,0,565,27630.56563,,,,,,,,,,,,,
,0,163,27630.56665,,,,,,,,,,,,,
,0,565,27630.56699,,,,,,,,,,,,,
,0,163,27630.56861,,,,,,,,,,,,,
,0,565,27630.56904,,,,,,,,,,,,,
,0,163,27630.57066,,,,,,,,,,,,,
,0,565,27630.57109,,,,,,,,,,,,,
,0,163,27630.57271,,,,,,,,,,,,,
,0,565,27630.57314,,,,,,,,,,,,,
,0,230,27630.57382,,,,,,,,,,,,,
,0,90,27630.57407,,,,,,,,,,,,,
,0,98,27630.57433,,,,,,,,,,,,,
,0,000000B2,27630.57459,,,,,,,,,,,,,
,0,163,27630.57484,,,,,,,,,,,,,
,0,323,27630.5751,,,,,,,,,,,,,
,0,500,27630.57535,,,,,,,,,,,,,
,0,565,27630.57561,,,,,,,,,,,,,
,0,163,27630.57681,,,,,,,,,,,,,
,0,565,27630.57723,,,,,,,,,,,,,
,0,163,27630.57885,,,,,,,,,,,,,
,0,565,27630.57928,,,,,,,,,,,,,
,0,163,27630.5809,,,,,,,,,,,,,
,0,565,27630.58124,,,,,,,,,,,,,
,0,163,27630.58295,,,,,,,,,,,,,
,0,565,27630.58329,,,,,,,,,,,,,
,0,230,27630.58389,,,,,,,,,,,,,
,0,90,27630.58406,,,,,,,,,,,,,
,0,98,27630.58431,,,,,,,,,,,,,
,0,000000B2,27630.58457,,,,,,,,,,,,,
,0,323,27630.58483,,,,,,,,,,,,,
,0,163,27630.58508,,,,,,,,,,,,,
,0,500,27630.58534,,,,,,,,,,,,,
,0,565,27630.58559,,,,,,,,,,,,,
,0,163,27630.58705,,,,,,,,,,,,,
,0,565,27630.58739,,,,,,,,,,,,,
,0,163,27630.58901,,,,,,,,,,,,,
,0,565,27630.58943,,,,,,,,,,,,,
,0,163,27630.59106,,,,,,,,,,,,,
,0,565,27630.59148,,,,,,,,,,,,,
,0,163,27630.5931,,,,,,,,,,,,,
,0,565,27630.59353,,,,,,,,,,,,,
,0,230,27630.59387,,,,,,,,,,,,,
,0,90,27630.59413,,,,,,,,,,,,,
,0,98,27630.59438,,,,,,,,,,,,,
,0,000000B2,27630.59455,,,,,,,,,,,,,
,0,323,27630.59481,,,,,,,,,,,,,
,0,500,27630.59507,,,,,,,,,,,,,
,0,163,27630.59532,,,,,,,,,,,,,
,0,565,27630.59575,,,,,,,,,,,,,
,0,163,27630.5972,,,,,,,,,,,,,
,0,565,27630.59763,,,,,,,,,,,,,
,0,163,27630.59925,,,,,,,,,,,,,
,0,565,27630.59959,,,,,,,,,,,,,
,0,163,27630.6013,,,,,,,,,,,,,
,0,565,27630.60164,,,,,,,,,,,,,
,0,163,27630.60334,,,,,,,,,,,,,
,0,565,27630.60369,,,,,,,,,,,,,
,0,90,27630.60394,,,,,,,,,,,,,
,0,98,27630.6042,,,,,,,,,,,,,
,0,000000A0,27630.60445,,,,,,,,,,,,,
,0,000000B0,27630.60471,,,,,,,,,,,,,
,0,000000B2,27630.60497,,,,,,,,,,,,,
,0,000000C0,27630.60522,,,,,,,,,,,,,
,0,163,27630.60539,,,,,,,,,,,,,
,0,230,27630.60565,,,,,,,,,,,,,
,0,323,27630.6059,,,,,,,,,,,,,
,0,500,27630.60616,,,,,,,,,,,,,
,0,565,27630.60642,,,,,,,,,,,,,
,0,163,27630.60735,,,,,,,,,,,,,
,0,565,27630.60778,,,,,,,,,,,,,
,0,163,27630.6094,,,,,,,,,,,,,
,0,565,27630.60983,,,,,,,,,,,,,
,0,163,27630.61145,,,,,,,,,,,,,
,0,565,27630.61188,,,,,,,,,,,,,
,0,163,27630.6135,,,,,,,,,,,,,
,0,000000A0,27630.61384,,,,,,,,,,,,,
,0,90,27630.6141,,,,,,,,,,,,,
,0,98,27630.61435,,,,,,,,,,,,,
,0,000000B0,27630.61461,,,,,,,,,,,,,
,0,000000B2,27630.61478,,,,,,,,,,,,,
,0,000000C0,27630.61503,,,,,,,,,,,,,
,0,230,27630.61529,,,,,,,,,,,,,
,0,323,27630.61555,,,,,,,,,,,,,
,0,500,27630.6158,,,,,,,,,,,,,
,0,163,27630.61606,,,,,,,,,,,,,
,0,565,27630.61631,,,,,,,,,,,,,
,0,565,27630.61657,,,,,,,,,,,,,
,0,163,27630.61759,,,,,,,,,,,,,
,0,565,27630.61794,,,,,,,,,,,,,
,0,163,27630.61964,,,,,,,,,,,,,
,0,565,27630.61998,,,,,,,,,,,,,
,0,163,27630.62169,,,,,,,,,,,,,
,0,565,27630.62203,,,,,,,,,,,,,
,0,163,27630.62365,,,,,,,,,,,,,
,0,90,27630.62391,,,,,,,,,,,,,
,0,98,27630.62417,,,,,,,,,,,,,
,0,000000A0,27630.62442,,,,,,,,,,,,,
,0,000000B0,27630.62468,,,,,,,,,,,,,
,0,000000B2,27630.62493,,,,,,,,,,,,,
,0,000000C0,27630.62519,,,,,,,,,,,,,
,0,230,27630.62545,,,,,,,,,,,,,
,0,323,27630.6257,,,,,,,,,,,,,
,0,500,27630.62587,,,,,,,,,,,,,
,0,163,27630.62613,,,,,,,,,,,,,
,0,565,27630.62638,,,,,,,,,,,,,
,0,565,27630.62664,,,,,,,,,,,,,
,0,163,27630.62775,,,,,,,,,,,,,
,0,565,27630.62818,,,,,,,,,,,,,
,0,163,27630.6298,,,,,,,,,,,,,
,0,565,27630.63022,,,,,,,,,,,,,
,0,163,27630.63185,,,,,,,,,,,,,
,0,565,27630.63227,,,,,,,,,,,,,
,0,000000A0,27630.63381,,,,,,,,,,,,,
,0,90,27630.63406,,,,,,,,,,,,,
,0,98,27630.63432,,,,,,,,,,,,,
,0,000000B0,27630.63458,,,,,,,,,,,,,
,0,000000B2,27630.63483,,,,,,,,,,,,,
,0,000000C0,27630.63509,,,,,,,,,,,,,
,0,163,27630.63534,,,,,,,,,,,,,
,0,230,27630.6356,,,,,,,,,,,,,
,0,323,27630.63577,,,,,,,,,,,,,
,0,500,27630.63603,,,,,,,,,,,,,
,0,565,27630.63628,,,,,,,,,,,,,
,0,163,27630.63688,,,,,,,,,,,,,
,0,565,27630.63731,,,,,,,,,,,,,
,0,163,27630.63799,,,,,,,,,,,,,
,0,565,27630.63833,,,,,,,,,,,,,
,0,163,27630.64004,,,,,,,,,,,,,
,0,565,27630.64038,,,,,,,,,,,,,
,0,163,27630.64209,,,,,,,,,,,,,
,0,565,27630.64243,,,,,,,,,,,,,
,0,000000A1,27630.64379,,,,,,,,,,,,,
,0,90,27630.64405,,,,,,,,,,,,,
,0,98,27630.6443,,,,,,,,,,,,,
,0,000000B1,27630.64456,,,,,,,,,,,,,
,0,000000B2,27630.64482,,,,,,,,,,,,,
,0,163,27630.64507,,,,,,,,,,,,,
,0,230,27630.64533,,,,,,,,,,,,,
,0,323,27630.6455,,,,,,,,,,,,,
,0,500,27630.64575,,,,,,,,,,,,,
,0,565,27630.64601,,,,,,,,,,,,,
,0,163,27630.64661,,,,,,,,,,,,,
,0,565,27630.64703,,,,,,,,,,,,,
,0,163,27630.64814,,,,,,,,,,,,,
,0,565,27630.64857,,,,,,,,,,,,,
,0,163,27630.65019,,,,,,,,,,,,,
,0,565,27630.65062,,,,,,,,,,,,,
,0,163,27630.65224,,,,,,,,,,,,,
,0,565,27630.65267,,,,,,,,,,,,,
,0,000000A1,27630.65378,,,,,,,,,,,,,
,0,90,27630.65403,,,,,,,,,,,,,
,0,98,27630.65429,,,,,,,,,,,,,
,0,000000B1,27630.65454,,,,,,,,,,,,,
,0,000000B2,27630.6548,,,,,,,,,,,,,
,0,163,27630.65506,,,,,,,,,,,,,
,0,230,27630.65531,,,,,,,,,,,,,
,0,323,27630.65557,,,,,,,,,,,,,
,0,500,27630.65582,,,,,,,,,,,,,
,0,565,27630.65599,,,,,,,,,,,,,
,0,163,27630.65668,,,,,,,,,,,,,
,0,565,27630.65702,,,,,,,,,,,,,
,0,163,27630.65838,,,,,,,,,,,,,
,0,565,27630.65873,,,,,,,,,,,,,
,0,163,27630.66043,,,,,,,,,,,,,
,0,565,27630.66077,,,,,,,,,,,,,
,0,163,27630.66239,,,,,,,,,,,,,
,0,565,27630.66282,,,,,,,,,,,,,
,0,000000A1,27630.66385,,,,,,,,,,,,,
,0,90,27630.6641,,,,,,,,,,,,,
,0,98,27630.66427,,,,,,,,,,,,,
,0,000000B1,27630.66453,,,,,,,,,,,,,
,0,000000B2,27630.66478,,,,,,,,,,,,,
,0,163,27630.66504,,,,,,,,,,,,,
,0,230,27630.6653,,,,,,,,,,,,,
,0,323,27630.66555,,,,,,,,,,,,,
,0,500,27630.66581,,,,,,,,,,,,,
,0,565,27630.66606,,,,,,,,,,,,,
,0,163,27630.66658,,,,,,,,,,,,,
,0,565,27630.667,,,,,,,,,,,,,
,0,163,27630.66854,,,,,,,,,,,,,
,0,565,27630.66897,,,,,,,,,,,,,
,0,163,27630.67059,,,,,,,,,,,,,
,0,565,27630.67101,,,,,,,,,,,,,
,0,163,27630.67263,,,,,,,,,,,,,
,0,565,27630.67306,,,,,,,,,,,,,
,0,000000C4,27630.67383,,,,,,,,,,,,,
,0,90,27630.67409,,,,,,,,,,,,,
,0,98,27630.67434,,,,,,,,,,,,,
,0,000000B2,27630.67451,,,,,,,,,,,,,
,0,163,27630.67477,,,,,,,,,,,,,
,0,230,27630.67502,,,,,,,,,,,,,
,0,323,27630.67528,,,,,,,,,,,,,
,0,500,27630.67554,,,,,,,,,,,,,
,0,565,27630.67579,,,,,,,,,,,,,
,0,163,27630.67673,,,,,,,,,,,,,
,0,565,27630.67707,,,,,,,,,,,,,
,0,163,27630.67878,,,,,,,,,,,,,
,0,565,27630.67912,,,,,,,,,,,,,
,0,163,27630.68074,,,,,,,,,,,,,
,0,565,27630.68117,,,,,,,,,,,,,
,0,163,27630.68279,,,,,,,,,,,,,
,0,565,27630.68322,,,,,,,,,,,,,
,0,000000C4,27630.68381,,,,,,,,,,,,,
,0,90,27630.68407,,,,,,,,,,,,,
,0,98,27630.68433,,,,,,,,,,,,,
,0,000000B2,27630.68458,,,,,,,,,,,,,
,0,230,27630.68484,,,,,,,,,,,,,
,0,163,27630.68501,,,,,,,,,,,,,
,0,323,27630.68526,,,,,,,,,,,,,
,0,500,27630.68552,,,,,,,,,,,,,
,0,565,27630.68578,,,,,,,,,,,,,
,0,163,27630.68689,,,,,,,,,,,,,
,0,565,27630.68731,,,,,,,,,,,,,
,0,163,27630.68893,,,,,,,,,,,,,
,0,565,27630.68936,,,,,,,,,,,,,
,0,163,27630.69098,,,,,,,,,,,,,
,0,565,27630.69141,,,,,,,,,,,,,
,0,163,27630.69303,,,,,,,,,,,,,
,0,565,27630.69337,,,,,,,,,,,,,
,0,000000C4,27630.6938,,,,,,,,,,,,,
,0,90,27630.69405,,,,,,,,,,,,,
,0,98,27630.69431,,,,,,,,,,,,,
,0,000000B2,27630.69457,,,,,,,,,,,,,
,0,230,27630.69482,,,,,,,,,,,,,
,0,323,27630.69499,,,,,,,,,,,,,
,0,163,27630.69525,,,,,,,,,,,,,
,0,500,27630.6955,,,,,,,,,,,,,
,0,565,27630.69576,,,,,,,,,,,,,
,0,163,27630.69713,,,,,,,,,,,,,
,0,565,27630.69747,,,,,,,,,,,,,
,0,163,27630.69909,,,,,,,,,,,,,
,0,565,27630.69951,,,,,,,,,,,,,
,0,163,27630.70114,,,,,,,,,,,,,
,0,565,27630.70156,,,,,,,,,,,,,
,0,163,27630.70318,,,,,,,,,,,,,
,0,565,27630.70361,,,,,,,,,,,,,
,0,90,27630.70387,,,,,,,,,,,,,
,0,98,27630.70412,,,,,,,,,,,,,
,0,000000B2,27630.70438,,,,,,,,,,,,,
,0,000000C4,27630.70455,,,,,,,,,,,,,
,0,230,27630.70481,,,,,,,,,,,,,
,0,323,27630.70506,,,,,,,,,,,,,
,0,163,27630.70532,,,,,,,,,,,,,
,0,500,27630.70557,,,,,,,,,,,,,
,0,565,27630.70583,,,,,,,,,,,,,
,0,163,27630.70728,,,,,,,,,,,,,
,0,565,27630.70771,,,,,,,,,,,,,
,0,163,27630.70933,,,,,,,,,,,,,
,0,565,27630.70975,,,,,,,,,,,,,
,0,163,27630.71138,,,,,,,,,,,,,
,0,565,27630.71172,,,,,,,,,,,,,
,0,163,27630.71342,,,,,,,,,,,,,
,0,000000C4,27630.71377,,,,,,,,,,,,,
,0,90,27630.71402,,,,,,,,,,,,,
,0,98,27630.71428,,,,,,,,,,,,,
,0,000000B2,27630.71453,,,,,,,,,,,,,
,0,230,27630.71479,,,,,,,,,,,,,
,0,323,27630.71505,,,,,,,,,,,,,
,0,500,27630.7153,,,,,,,,,,,,,
,0,565,27630.71556,,,,,,,,,,,,,
,0,163,27630.71573,,,,,,,,,,,,,
,0,565,27630.71615,,,,,,,,,,,,,
,0,163,27630.71743,,,,,,,,,,,,,
,0,565,27630.71786,,,,,,,,,,,,,
,0,163,27630.71948,,,,,,,,,,,,,
,0,565,27630.71991,,,,,,,,,,,,,
,0,163,27630.72153,,,,,,,,,,,,,
,0,565,27630.72196,,,,,,,,,,,,,
,0,163,27630.72358,,,,,,,,,,,,,
,0,90,27630.72383,,,,,,,,,,,,,
,0,98,27630.72409,,,,,,,,,,,,,
,0,000000A3,27630.72435,,,,,,,,,,,,,
,0,000000B2,27630.7246,,,,,,,,,,,,,
,0,000000B3,27630.72486,,,,,,,,,,,,,
,0,230,27630.72511,,,,,,,,,,,,,
,0,323,27630.72529,,,,,,,,,,,,,
,0,500,27630.72554,,,,,,,,,,,,,
,0,565,27630.7258,,,,,,,,,,,,,
,0,163,27630.72605,,,,,,,,,,,,,
,0,565,27630.72648,,,,,,,,,,,,,
,0,163,27630.72767,,,,,,,,,,,,,
,0,565,27630.7281,,,,,,,,,,,,,
,0,163,27630.72972,,,,,,,,,,,,,
,0,565,27630.73015,,,,,,,,,,,,,
,0,163,27630.73177,,,,,,,,,,,,,
,0,565,27630.73211,,,,,,,,,,,,,
,0,000000A3,27630.73382,,,,,,,,,,,,,
,0,90,27630.73399,,,,,,,,,,,,,
,0,98,27630.73425,,,,,,,,,,,,,
,0,000000B2,27630.7345,,,,,,,,,,,,,
,0,000000B3,27630.73476,,,,,,,,,,,,,
,0,163,27630.73501,,,,,,,,,,,,,
,0,230,27630.73527,,,,,,,,,,,,,
,0,323,27630.73553,,,,,,,,,,,,,
,0,500,27630.73578,,,,,,,,,,,,,
,0,565,27630.73595,,,,,,,,,,,,,
,0,163,27630.73663,,,,,,,,,,,,,
,0,565,27630.73698,,,,,,,,,,,,,
,0,163,27630.73783,,,,,,,,,,,,,
,0,565,27630.73826,,,,,,,,,,,,,
,0,163,27630.73988,,,,,,,,,,,,,
,0,565,27630.7403,,,,,,,,,,,,,
,0,163,27630.74193,,,,,,,,,,,,,
,0,565,27630.74235,,,,,,,,,,,,,
,0,000000A3,27630.7438,,,,,,,,,,,,,
,0,90,27630.74406,,,,,,,,,,,,,
,0,98,27630.74423,,,,,,,,,,,,,
,0,000000B2,27630.74449,,,,,,,,,,,,,
,0,000000B3,27630.74474,,,,,,,,,,,,,
,0,163,27630.745,,,,,,,,,,,,,
,0,230,27630.74525,,,,,,,,,,,,,
,0,323,27630.74551,,,,,,,,,,,,,
,0,500,27630.74577,,,,,,,,,,,,,
,0,565,27630.74602,,,,,,,,,,,,,
,0,163,27630.74662,,,,,,,,,,,,,
,0,565,27630.74696,,,,,,,,,,,,,
,0,163,27630.74807,,,,,,,,,,,,,
,0,565,27630.7485,,,,,,,,,,,,,
,0,163,27630.75012,,,,,,,,,,,,,
,0,565,27630.75046,,,,,,,,,,,,,
,0,163,27630.75217,,,,,,,,,,,,,
,0,565,27630.75251,,,,,,,,,,,,,
,0,000000A3,27630.75379,,,,,,,,,,,,,
,0,90,27630.75404,,,,,,,,,,,,,
,0,98,27630.7543,,,,,,,,,,,,,
,0,000000B2,27630.75447,,,,,,,,,,,,,
,0,000000B3,27630.75473,,,,,,,,,,,,,
,0,163,27630.75498,,,,,,,,,,,,,
,0,230,27630.75524,,,,,,,,,,,,,
,0,323,27630.75549,,,,,,,,,,,,,
,0,500,27630.75575,,,,,,,,,,,,,
,0,565,27630.75601,,,,,,,,,,,,,
,0,163,27630.7566,,,,,,,,,,,,,
,0,565,27630.75703,,,,,,,,,,,,,
,0,163,27630.75822,,,,,,,,,,,,,
,0,565,27630.75865,,,,,,,,,,,,,
,0,163,27630.76027,,,,,,,,,,,,,
,0,565,27630.7607,,,,,,,,,,,,,
,0,163,27630.76232,,,,,,,,,,,,,
,0,565,27630.76275,,,,,,,,,,,,,
,0,230,27630.76377,,,,,,,,,,,,,
,0,90,27630.76403,,,,,,,,,,,,,
,0,98,27630.76428,,,,,,,,,,,,,
,0,000000B2,27630.76454,,,,,,,,,,,,,
,0,163,27630.76479,,,,,,,,,,,,,
,0,323,27630.76497,,,,,,,,,,,,,
,0,500,27630.76522,,,,,,,,,,,,,
,0,565,27630.76548,,,,,,,,,,,,,
,0,163,27630.76642,,,,,,,,,,,,,
,0,565,27630.76676,,,,,,,,,,,,,
,0,163,27630.76846,,,,,,,,,,,,,
,0,565,27630.76881,,,,,,,,,,,,,
,0,163,27630.77051,,,,,,,,,,,,,
,0,565,27630.77085,,,,,,,,,,,,,
,0,163,27630.77256,,,,,,,,,,,,,
,0,565,27630.7729,,,,,,,,,,,,,
,0,230,27630.77375,,,,,,,,,,,,,
,0,90,27630.77401,,,,,,,,,,,,,
,0,98,27630.77427,,,,,,,,,,,,,
,0,000000B2,27630.77452,,,,,,,,,,,,,
,0,163,27630.77478,,,,,,,,,,,,,
,0,323,27630.77503,,,,,,,,,,,,,
,0,500,27630.77521,,,,,,,,,,,,,
,0,565,27630.77546,,,,,,,,,,,,,
,0,163,27630.77657,,,,,,,,,,,,,
,0,565,27630.777,,,,,,,,,,,,,
,0,163,27630.77862,,,,,,,,,,,,,
,0,565,27630.77905,,,,,,,,,,,,,
,0,163,27630.78067,,,,,,,,,,,,,
,0,565,27630.78109,,,,,,,,,,,,,
,0,163,27630.78271,,,,,,,,,,,,,
,0,565,27630.78314,,,,,,,,,,,,,
,0,230,27630.78374,,,,,,,,,,,,,
,0,90,27630.78399,,,,,,,,,,,,,
,0,98,27630.78425,,,,,,,,,,,,,
,0,000000B2,27630.78451,,,,,,,,,,,,,
,0,323,27630.78476,,,,,,,,,,,,,
,0,163,27630.78502,,,,,,,,,,,,,
,0,500,27630.78527,,,,,,,,,,,,,
,0,565,27630.78553,,,,,,,,,,,,,
,0,163,27630.78681,,,,,,,,,,,,,
,0,565,27630.78715,,,,,,,,,,,,,
,0,163,27630.78886,,,,,,,,,,,,,
,0,565,27630.7892,,,,,,,,,,,,,
,0,163,27630.79091,,,,,,,,,,,,,
,0,565,27630.79125,,,,,,,,,,,,,
,0,163,27630.79295,,,,,,,,,,,,,
,0,565,27630.7933,,,,,,,,,,,,,
,0,230,27630.79372,,,,,,,,,,,,,
,0,90,27630.79398,,,,,,,,,,,,,
,0,98,27630.79423,,,,,,,,,,,,,
,0,000000B2,27630.79449,,,,,,,,,,,,,
,0,323,27630.79475,,,,,,,,,,,,,
,0,163,27630.795,,,,,,,,,,,,,
,0,500,27630.79526,,,,,,,,,,,,,
,0,565,27630.79551,,,,,,,,,,,,,
,0,163,27630.79697,,,,,,,,,,,,,
,0,565,27630.79739,,,,,,,,,,,,,
,0,163,27630.79901,,,,,,,,,,,,,
,0,565,27630.79944,,,,,,,,,,,,,
,0,163,27630.80106,,,,,,,,,,,,,
,0,565,27630.80149,,,,,,,,,,,,,
,0,163,27630.80311,,,,,,,,,,,,,
,0,565,27630.80354,,,,,,,,,,,,,
,0,000000A0,27630.80379,,,,,,,,,,,,,
,0,90,27630.80396,,,,,,,,,,,,,
,0,98,27630.80422,,,,,,,,,,,,,
,0,000000B0,27630.80447,,,,,,,,,,,,,
,0,000000B2,27630.80473,,,,,,,,,,,,,
,0,000000C0,27630.80499,,,,,,,,,,,,,
,0,163,27630.80524,,,,,,,,,,,,,
,0,230,27630.8055,,,,,,,,,,,,,
,0,323,27630.80575,,,,,,,,,,,,,
,0,500,27630.80601,,,,,,,,,,,,,
,0,565,27630.80618,,,,,,,,,,,,,
,0,163,27630.80721,,,,,,,,,,,,,
,0,565,27630.80755,,,,,,,,,,,,,
,0,163,27630.80925,,,,,,,,,,,,,
,0,565,27630.80959,,,,,,,,,,,,,
,0,163,27630.8113,,,,,,,,,,,,,
,0,565,27630.81164,,,,,,,,,,,,,
,0,163,27630.81326,,,,,,,,,,,,,
,0,565,27630.81369,,,,,,,,,,,,,
,0,90,27630.81395,,,,,,,,,,,,,
,0,98,27630.8142,,,,,,,,,,,,,
,0,000000A0,27630.81446,,,,,,,,,,,,,
,0,000000B0,27630.81471,,,,,,,,,,,,,
,0,000000B2,27630.81497,,,,,,,,,,,,,
,0,000000C0,27630.81514,,,,,,,,,,,,,
,0,163,27630.8154,,,,,,,,,,,,,
,0,230,27630.81565,,,,,,,,,,,,,
,0,323,27630.81591,,,,,,,,,,,,,
,0,500,27630.81617,,,,,,,,,,,,,
,0,565,27630.81642,,,,,,,,,,,,,
,0,163,27630.81736,,,,,,,,,,,,,
,0,565,27630.81779,,,,,,,,,,,,,
,0,163,27630.81941,,,,,,,,,,,,,
,0,565,27630.81983,,,,,,,,,,,,,
,0,163,27630.82146,,,,,,,,,,,,,
,0,565,27630.82188,,,,,,,,,,,,,
,0,163,27630.8235,,,,,,,,,,,,,
,0,000000A0,27630.82376,,,,,,,,,,,,,
,0,90,27630.82402,,,,,,,,,,,,,
,0,98,27630.82427,,,,,,,,,,,,,
,0,000000B0,27630.82444,,,,,,,,,,,,,
,0,000000B2,27630.8247,,,,,,,,,,,,,
,0,000000C0,27630.82495,,,,,,,,,,,,,
,0,230,27630.82521,,,,,,,,,,,,,
,0,323,27630.82547,,,,,,,,,,,,,
,0,500,27630.82572,,,,,,,,,,,,,
,0,163,27630.82598,,,,,,,,,,,,,
,0,565,27630.82623,,,,,,,,,,,,,
,0,565,27630.82641,,,,,,,,,,,,,
,0,163,27630.8276,,,,,,,,,,,,,
,0,565,27630.82794,,,,,,,,,,,,,
,0,163,27630.82965,,,,,,,,,,,,,
,0,565,27630.82999,,,,,,,,,,,,,
,0,163,27630.8317,,,,,,,,,,,,,
,0,565,27630.83204,,,,,,,,,,,,,
,0,163,27630.83366,,,,,,,,,,,,,
,0,90,27630.83391,,,,,,,,,,,,,
,0,98,27630.83417,,,,,,,,,,,,,
,0,000000A0,27630.83443,,,,,,,,,,,,,
,0,000000B0,27630.83468,,,,,,,,,,,,,
,0,000000B2,27630.83494,,,,,,,,,,,,,
,0,000000C0,27630.83519,,,,,,,,,,,,,
,0,230,27630.83545,,,,,,,,,,,,,
,0,323,27630.83562,,,,,,,,,,,,,
,0,500,27630.83588,,,,,,,,,,,,,
,0,163,27630.83613,,,,,,,,,,,,,
,0,565,27630.83639,,,,,,,,,,,,,
,0,565,27630.83665,,,,,,,,,,,,,
,0,163,27630.83775,,,,,,,,,,,,,
,0,565,27630.83818,,,,,,,,,,,,,
,0,163,27630.8398,,,,,,,,,,,,,
,0,565,27630.84023,,,,,,,,,,,,,
,0,163,27630.84185,,,,,,,,,,,,,
,0,565,27630.84228,,,,,,,,,,,,,
,0,000000A1,27630.84373,,,,,,,,,,,,,
,0,90,27630.84398,,,,,,,,,,,,,
,0,98,27630.84424,,,,,,,,,,,,,
,0,000000B1,27630.8445,,,,,,,,,,,,,
,0,000000B2,27630.84475,,,,,,,,,,,,,
,0,163,27630.84492,,,,,,,,,,,,,
,0,230,27630.84518,,,,,,,,,,,,,
,0,323,27630.84543,,,,,,,,,,,,,
,0,500,27630.84569,,,,,,,,,,,,,
,0,565,27630.84595,,,,,,,,,,,,,
,0,163,27630.84654,,,,,,,,,,,,,
,0,565,27630.84697,,,,,,,,,,,,,
,0,163,27630.84799,,,,,,,,,,,,,
,0,565,27630.84834,,,,,,,,,,,,,
,0,163,27630.85004,,,,,,,,,,,,,
,0,565,27630.85038,,,,,,,,,,,,,
,0,163,27630.85201,,,,,,,,,,,,,
,0,565,27630.85243,,,,,,,,,,,,,
,0,000000A1,27630.85371,,,,,,,,,,,,,
,0,90,27630.85397,,,,,,,,,,,,,
,0,98,27630.85422,,,,,,,,,,,,,
,0,000000B1,27630.85448,,,,,,,,,,,,,
,0,000000B2,27630.85474,,,,,,,,,,,,,
,0,163,27630.85499,,,,,,,,,,,,,
,0,230,27630.85516,,,,,,,,,,,,,
,0,323,27630.85542,,,,,,,,,,,,,
,0,500,27630.85567,,,,,,,,,,,,,
,0,565,27630.85593,,,,,,,,,,,,,
,0,163,27630.85653,,,,,,,,,,,,,
,0,565,27630.85695,,,,,,,,,,,,,
,0,163,27630.85815,,,,,,,,,,,,,
,0,565,27630.85858,,,,,,,,,,,,,
,0,163,27630.8602,,,,,,,,,,,,,
,0,565,27630.86062,,,,,,,,,,,,,
,0,163,27630.86225,,,,,,,,,,,,,
,0,565,27630.86259,,,,,,,,,,,,,
,0,000000A1,27630.8637,,,,,,,,,,,,,
,0,90,27630.86395,,,,,,,,,,,,,
,0,98,27630.86421,,,,,,,,,,,,,
,0,000000B1,27630.86446,,,,,,,,,,,,,
