Chn,dec,id,Time,t,B0,B0,B0,,C0,,,,,,,
,0,230,27627.26681,,,,,,,,,,,,,
,0,323,27627.26707,,,,,,,,,,,,,
,0,500,27627.26732,,,,,,,,,,,,,
,0,565,27627.26758,,,,,,,,,,,,,
,0,163,27627.26809,,,,,,,,,,,,,
,0,565,27627.26852,,,,,,,,,,,,,
,0,163,27627.26988,,,,,,,,,,,,,
,0,565,27627.27031,,,,,,,,,,,,,
,0,163,27627.27193,,,,,,,,,,,,,
,0,565,27627.27236,,,,,,,,,,,,,
,0,163,27627.27398,,,,,,,,,,,,,
,0,565,27627.27441,,,,,,,,,,,,,
,0,000000C4,27627.27534,,,,,,,,,,,,,
,0,90,27627.2756,,,,,,,,,,,,,
,0,98,27627.27586,,,,,,,,,,,,,
,0,000000B2,27627.27603,,,,,,,,,,,,,
,0,163,27627.27628,,,,,,,,,,,,,
,0,230,27627.27654,,,,,,,,,,,,,
,0,323,27627.27679,,,,,,,,,,,,,
,0,500,27627.27705,,,,,,,,,,,,,
,0,565,27627.27731,,,,,,,,,,,,,
,0,163,27627.27807,,,,,,,,,,,,,
,0,565,27627.2785,,,,,,,,,,,,,
,0,163,27627.28012,,,,,,,,,,,,,
,0,565,27627.28055,,,,,,,,,,,,,
,0,163,27627.28217,,,,,,,,,,,,,
,0,565,27627.28251,,,,,,,,,,,,,
,0,163,27627.28422,,,,,,,,,,,,,
,0,565,27627.28456,,,,,,,,,,,,,
,0,000000C4,27627.28533,,,,,,,,,,,,,
,0,90,27627.28558,,,,,,,,,,,,,
,0,98,27627.28584,,,,,,,,,,,,,
,0,000000B2,27627.28601,,,,,,,,,,,,,
,0,163,27627.28627,,,,,,,,,,,,,
,0,230,27627.28652,,,,,,,,,,,,,
,0,323,27627.28678,,,,,,,,,,,,,
,0,500,27627.28703,,,,,,,,,,,,,
,0,565,27627.28729,,,,,,,,,,,,,
,0,163,27627.28823,,,,,,,,,,,,,
,0,565,27627.28866,,,,,,,,,,,,,
,0,163,27627.29028,,,,,,,,,,,,,
,0,565,27627.2907,,,,,,,,,,,,,
,0,163,27627.29233,,,,,,,,,,,,,
,0,565,27627.29275,,,,,,,,,,,,,
,0,163,27627.29437,,,,,,,,,,,,,
,0,565,27627.2948,,,,,,,,,,,,,
,0,000000C4,27627.29531,,,,,,,,,,,,,
,0,90,27627.29557,,,,,,,,,,,,,
,0,98,27627.29582,,,,,,,,,,,,,
,0,000000B2,27627.29608,,,,,,,,,,,,,
,0,230,27627.29634,,,,,,,,,,,,,
,0,163,27627.29651,,,,,,,,,,,,,
,0,323,27627.29676,,,,,,,,,,,,,
,0,500,27627.29702,,,,,,,,,,,,,
,0,565,27627.29727,,,,,,,,,,,,,
,0,163,27627.29847,,,,,,,,,,,,,
,0,565,27627.29881,,,,,,,,,,,,,
,0,163,27627.30052,,,,,,,,,,,,,
,0,565,27627.30086,,,,,,,,,,,,,
,0,163,27627.30257,,,,,,,,,,,,,
,0,565,27627.30291,,,,,,,,,,,,,
,0,163,27627.30461,,,,,,,,,,,,,
,0,565,27627.30495,,,,,,,,,,,,,
,0,000000C4,27627.3053,,,,,,,,,,,,,
,0,90,27627.30555,,,,,,,,,,,,,
,0,98,27627.30581,,,,,,,,,,,,,
,0,000000B2,27627.30606,,,,,,,,,,,,,
,0,230,27627.30632,,,,,,,,,,,,,
,0,323,27627.30658,,,,,,,,,,,,,
,0,163,27627.30675,,,,,,,,,,,,,
,0,500,27627.307,,,,,,,,,,,,,
,0,565,27627.30726,,,,,,,,,,,,,
,0,163,27627.30862,,,,,,,,,,,,,
,0,565,27627.30905,,,,,,,,,,,,,
,0,163,27627.31067,,,,,,,,,,,,,
,0,565,27627.3111,,,,,,,,,,,,,
,0,163,27627.31272,,,,,,,,,,,,,
,0,565,27627.31315,,,,,,,,,,,,,
,0,163,27627.31477,,,,,,,,,,,,,
,0,565,27627.31519,,,,,,,,,,,,,
,0,90,27627.31537,,,,,,,,,,,,,
,0,98,27627.31562,,,,,,,,,,,,,
,0,000000B2,27627.31588,,,,,,,,,,,,,
,0,000000C4,27627.31613,,,,,,,,,,,,,
,0,230,27627.31639,,,,,,,,,,,,,
,0,323,27627.31665,,,,,,,,,,,,,
,0,163,27627.3169,,,,,,,,,,,,,
,0,500,27627.31716,,,,,,,,,,,,,
,0,565,27627.31741,,,,,,,,,,,,,
,0,163,27627.31886,,,,,,,,,,,,,
,0,565,27627.31921,,,,,,,,,,,,,
,0,163,27627.32091,,,,,,,,,,,,,
,0,565,27627.32125,,,,,,,,,,,,,
,0,163,27627.32296,,,,,,,,,,,,,
,0,565,27627.32339,,,,,,,,,,,,,
,0,163,27627.32492,,,,,,,,,,,,,
,0,000000A3,27627.32526,,,,,,,,,,,,,
,0,90,27627.32552,,,,,,,,,,,,,
,0,98,27627.32578,,,,,,,,,,,,,
,0,000000B2,27627.32603,,,,,,,,,,,,,
,0,000000B3,27627.32629,,,,,,,,,,,,,
,0,230,27627.32654,,,,,,,,,,,,,
,0,323,27627.3268,,,,,,,,,,,,,
,0,500,27627.32706,,,,,,,,,,,,,
,0,565,27627.32731,,,,,,,,,,,,,
,0,163,27627.32748,,,,,,,,,,,,,
,0,565,27627.32791,,,,,,,,,,,,,
,0,163,27627.32902,,,,,,,,,,,,,
,0,565,27627.32945,,,,,,,,,,,,,
,0,163,27627.33107,,,,,,,,,,,,,
,0,565,27627.33149,,,,,,,,,,,,,
,0,163,27627.33311,,,,,,,,,,,,,
,0,565,27627.33354,,,,,,,,,,,,,
,0,163,27627.33516,,,,,,,,,,,,,
,0,90,27627.33542,,,,,,,,,,,,,
,0,98,27627.33567,,,,,,,,,,,,,
,0,000000A3,27627.33593,,,,,,,,,,,,,
,0,000000B2,27627.3361,,,,,,,,,,,,,
,0,000000B3,27627.33636,,,,,,,,,,,,,
,0,230,27627.33661,,,,,,,,,,,,,
,0,323,27627.33687,,,,,,,,,,,,,
,0,500,27627.33713,,,,,,,,,,,,,
,0,565,27627.33738,,,,,,,,,,,,,
,0,163,27627.33764,,,,,,,,,,,,,
,0,565,27627.33798,,,,,,,,,,,,,
,0,163,27627.33926,,,,,,,,,,,,,
,0,565,27627.3396,,,,,,,,,,,,,
,0,163,27627.34131,,,,,,,,,,,,,
,0,565,27627.34165,,,,,,,,,,,,,
,0,163,27627.34327,,,,,,,,,,,,,
,0,565,27627.3437,,,,,,,,,,,,,
,0,000000A3,27627.34532,,,,,,,,,,,,,
,0,90,27627.34557,,,,,,,,,,,,,
,0,98,27627.34574,,,,,,,,,,,,,
,0,000000B2,27627.346,,,,,,,,,,,,,
,0,000000B3,27627.34626,,,,,,,,,,,,,
,0,163,27627.34651,,,,,,,,,,,,,
,0,230,27627.34677,,,,,,,,,,,,,
,0,323,27627.34702,,,,,,,,,,,,,
,0,500,27627.34728,,,,,,,,,,,,,
,0,565,27627.34754,,,,,,,,,,,,,
,0,163,27627.34813,,,,,,,,,,,,,
,0,565,27627.34856,,,,,,,,,,,,,
,0,163,27627.34941,,,,,,,,,,,,,
,0,565,27627.34984,,,,,,,,,,,,,
,0,163,27627.35146,,,,,,,,,,,,,
,0,565,27627.35189,,,,,,,,,,,,,
,0,163,27627.35351,,,,,,,,,,,,,
,0,565,27627.35394,,,,,,,,,,,,,
,0,000000A3,27627.3553,,,,,,,,,,,,,
,0,90,27627.35556,,,,,,,,,,,,,
,0,98,27627.35581,,,,,,,,,,,,,
,0,000000B2,27627.35607,,,,,,,,,,,,,
,0,000000B3,27627.35624,,,,,,,,,,,,,
,0,163,27627.3565,,,,,,,,,,,,,
,0,230,27627.35675,,,,,,,,,,,,,
,0,323,27627.35701,,,,,,,,,,,,,
,0,500,27627.35726,,,,,,,,,,,,,
,0,565,27627.35752,,,,,,,,,,,,,
,0,163,27627.35812,,,,,,,,,,,,,
,0,565,27627.35846,,,,,,,,,,,,,
,0,163,27627.35965,,,,,,,,,,,,,
,0,565,27627.35999,,,,,,,,,,,,,
,0,163,27627.36162,,,,,,,,,,,,,
,0,565,27627.36204,,,,,,,,,,,,,
,0,163,27627.36366,,,,,,,,,,,,,
,0,565,27627.36409,,,,,,,,,,,,,
,0,230,27627.36529,,,,,,,,,,,,,
,0,90,27627.36554,,,,,,,,,,,,,
,0,98,27627.3658,,,,,,,,,,,,,
,0,000000B2,27627.36605,,,,,,,,,,,,,
,0,163,27627.36622,,,,,,,,,,,,,
,0,323,27627.36648,,,,,,,,,,,,,
,0,500,27627.36674,,,,,,,,,,,,,
,0,565,27627.36699,,,,,,,,,,,,,
,0,163,27627.36776,,,,,,,,,,,,,
,0,565,27627.36819,,,,,,,,,,,,,
,0,163,27627.36981,,,,,,,,,,,,,
,0,565,27627.37023,,,,,,,,,,,,,
,0,163,27627.37186,,,,,,,,,,,,,
,0,565,27627.37228,,,,,,,,,,,,,
,0,163,27627.3739,,,,,,,,,,,,,
,0,565,27627.37433,,,,,,,,,,,,,
,0,230,27627.37527,,,,,,,,,,,,,
,0,90,27627.37553,,,,,,,,,,,,,
,0,98,27627.37578,,,,,,,,,,,,,
,0,000000B2,27627.37604,,,,,,,,,,,,,
,0,163,27627.37629,,,,,,,,,,,,,
,0,323,27627.37646,,,,,,,,,,,,,
,0,500,27627.37672,,,,,,,,,,,,,
,0,565,27627.37698,,,,,,,,,,,,,
,0,163,27627.378,,,,,,,,,,,,,
,0,565,27627.37834,,,,,,,,,,,,,
,0,163,27627.38005,,,,,,,,,,,,,
,0,565,27627.38039,,,,,,,,,,,,,
,0,163,27627.38201,,,,,,,,,,,,,
,0,565,27627.38244,,,,,,,,,,,,,
,0,163,27627.38406,,,,,,,,,,,,,
,0,565,27627.38449,,,,,,,,,,,,,
,0,230,27627.38525,,,,,,,,,,,,,
,0,90,27627.38551,,,,,,,,,,,,,
,0,98,27627.38577,,,,,,,,,,,,,
,0,000000B2,27627.38602,,,,,,,,,,,,,
,0,163,27627.38628,,,,,,,,,,,,,
,0,323,27627.38653,,,,,,,,,,,,,
,0,500,27627.38679,,,,,,,,,,,,,
,0,565,27627.38696,,,,,,,,,,,,,
,0,163,27627.38815,,,,,,,,,,,,,
,0,565,27627.38858,,,,,,,,,,,,,
,0,163,27627.3902,,,,,,,,,,,,,
,0,565,27627.39063,,,,,,,,,,,,,
,0,163,27627.39225,,,,,,,,,,,,,
,0,565,27627.39259,,,,,,,,,,,,,
,0,163,27627.3943,,,,,,,,,,,,,
,0,565,27627.39464,,,,,,,,,,,,,
,0,230,27627.39524,,,,,,,,,,,,,
,0,90,27627.39549,,,,,,,,,,,,,
,0,98,27627.39575,,,,,,,,,,,,,
,0,000000B2,27627.39601,,,,,,,,,,,,,
,0,323,27627.39626,,,,,,,,,,,,,
,0,163,27627.39652,,,,,,,,,,,,,
,0,500,27627.39677,,,,,,,,,,,,,
,0,565,27627.39703,,,,,,,,,,,,,
,0,163,27627.39839,,,,,,,,,,,,,
,0,565,27627.39874,,,,,,,,,,,,,
,0,163,27627.40036,,,,,,,,,,,,,
,0,565,27627.40078,,,,,,,,,,,,,
,0,163,27627.40241,,,,,,,,,,,,,
,0,565,27627.40283,,,,,,,,,,,,,
,0,163,27627.40445,,,,,,,,,,,,,
,0,565,27627.40488,,,,,,,,,,,,,
,0,000000A0,27627.40522,,,,,,,,,,,,,
,0,90,27627.40548,,,,,,,,,,,,,
,0,98,27627.40573,,,,,,,,,,,,,
,0,000000B0,27627.40599,,,,,,,,,,,,,
,0,000000B2,27627.40625,,,,,,,,,,,,,
,0,000000C0,27627.4065,,,,,,,,,,,,,
,0,163,27627.40676,,,,,,,,,,,,,
,0,230,27627.40701,,,,,,,,,,,,,
,0,323,27627.40727,,,,,,,,,,,,,
,0,500,27627.40744,,,,,,,,,,,,,
,0,565,27627.4077,,,,,,,,,,,,,
,0,163,27627.40855,,,,,,,,,,,,,
,0,565,27627.40898,,,,,,,,,,,,,
,0,163,27627.4106,,,,,,,,,,,,,
,0,565,27627.41102,,,,,,,,,,,,,
,0,163,27627.41265,,,,,,,,,,,,,
,0,565,27627.41299,,,,,,,,,,,,,
,0,163,27627.41469,,,,,,,,,,,,,
,0,565,27627.41503,,,,,,,,,,,,,
,0,90,27627.41529,,,,,,,,,,,,,
,0,98,27627.41555,,,,,,,,,,,,,
,0,000000A0,27627.4158,,,,,,,,,,,,,
,0,000000B0,27627.41606,,,,,,,,,,,,,
,0,000000B2,27627.41631,,,,,,,,,,,,,
,0,000000C0,27627.41657,,,,,,,,,,,,,
,0,163,27627.41683,,,,,,,,,,,,,
,0,230,27627.417,,,,,,,,,,,,,
,0,323,27627.41725,,,,,,,,,,,,,
,0,500,27627.41751,,,,,,,,,,,,,
,0,565,27627.41777,,,,,,,,,,,,,
,0,163,27627.4187,,,,,,,,,,,,,
,0,565,27627.41913,,,,,,,,,,,,,
,0,163,27627.42075,,,,,,,,,,,,,
,0,565,27627.42118,,,,,,,,,,,,,
,0,163,27627.4228,,,,,,,,,,,,,
,0,565,27627.42323,,,,,,,,,,,,,
,0,163,27627.42485,,,,,,,,,,,,,
,0,000000A0,27627.42527,,,,,,,,,,,,,
,0,90,27627.42553,,,,,,,,,,,,,
,0,98,27627.4257,,,,,,,,,,,,,
,0,000000B0,27627.42596,,,,,,,,,,,,,
,0,000000B2,27627.42621,,,,,,,,,,,,,
,0,000000C0,27627.42647,,,,,,,,,,,,,
,0,230,27627.42673,,,,,,,,,,,,,
,0,323,27627.42698,,,,,,,,,,,,,
,0,163,27627.42724,,,,,,,,,,,,,
,0,500,27627.42749,,,,,,,,,,,,,
,0,565,27627.42775,,,,,,,,,,,,,
,0,565,27627.42801,,,,,,,,,,,,,
,0,163,27627.42894,,,,,,,,,,,,,
,0,565,27627.42937,,,,,,,,,,,,,
,0,163,27627.43099,,,,,,,,,,,,,
,0,565,27627.43142,,,,,,,,,,,,,
,0,163,27627.43304,,,,,,,,,,,,,
,0,565,27627.43338,,,,,,,,,,,,,
,0,163,27627.43509,,,,,,,,,,,,,
,0,90,27627.43534,,,,,,,,,,,,,
,0,98,27627.43551,,,,,,,,,,,,,
,0,000000A0,27627.43577,,,,,,,,,,,,,
,0,000000B0,27627.43603,,,,,,,,,,,,,
,0,000000B2,27627.43628,,,,,,,,,,,,,
,0,000000C0,27627.43654,,,,,,,,,,,,,
,0,230,27627.43679,,,,,,,,,,,,,
,0,323,27627.43705,,,,,,,,,,,,,
,0,500,27627.43731,,,,,,,,,,,,,
,0,163,27627.43756,,,,,,,,,,,,,
,0,565,27627.43773,,,,,,,,,,,,,
,0,565,27627.43799,,,,,,,,,,,,,
,0,163,27627.4391,,,,,,,,,,,,,
,0,565,27627.43953,,,,,,,,,,,,,
,0,163,27627.44115,,,,,,,,,,,,,
,0,565,27627.44157,,,,,,,,,,,,,
,0,163,27627.44319,,,,,,,,,,,,,
,0,565,27627.44362,,,,,,,,,,,,,
,0,000000A1,27627.44524,,,,,,,,,,,,,
,0,90,27627.4455,,,,,,,,,,,,,
,0,98,27627.44575,,,,,,,,,,,,,
,0,000000B1,27627.44601,,,,,,,,,,,,,
,0,000000B2,27627.44627,,,,,,,,,,,,,
,0,163,27627.44644,,,,,,,,,,,,,
,0,230,27627.44669,,,,,,,,,,,,,
,0,323,27627.44695,,,,,,,,,,,,,
,0,500,27627.44721,,,,,,,,,,,,,
,0,565,27627.44746,,,,,,,,,,,,,
,0,163,27627.44806,,,,,,,,,,,,,
,0,565,27627.44849,,,,,,,,,,,,,
,0,163,27627.44934,,,,,,,,,,,,,
,0,565,27627.44977,,,,,,,,,,,,,
,0,163,27627.45139,,,,,,,,,,,,,
,0,565,27627.45173,,,,,,,,,,,,,
,0,163,27627.45343,,,,,,,,,,,,,
,0,565,27627.45378,,,,,,,,,,,,,
,0,000000A1,27627.45523,,,,,,,,,,,,,
,0,90,27627.45548,,,,,,,,,,,,,
,0,98,27627.45574,,,,,,,,,,,,,
,0,000000B1,27627.45599,,,,,,,,,,,,,
,0,000000B2,27627.45625,,,,,,,,,,,,,
,0,163,27627.45651,,,,,,,,,,,,,
,0,230,27627.45668,,,,,,,,,,,,,
,0,323,27627.45693,,,,,,,,,,,,,
,0,500,27627.45719,,,,,,,,,,,,,
,0,565,27627.45745,,,,,,,,,,,,,
,0,163,27627.45804,,,,,,,,,,,,,
,0,565,27627.45847,,,,,,,,,,,,,
,0,163,27627.45949,,,,,,,,,,,,,
,0,565,27627.45992,,,,,,,,,,,,,
,0,163,27627.46154,,,,,,,,,,,,,
,0,565,27627.46197,,,,,,,,,,,,,
,0,163,27627.46359,,,,,,,,,,,,,
,0,565,27627.46402,,,,,,,,,,,,,
,0,000000A1,27627.46521,,,,,,,,,,,,,
,0,90,27627.46547,,,,,,,,,,,,,
,0,98,27627.46572,,,,,,,,,,,,,
,0,000000B1,27627.46598,,,,,,,,,,,,,
,0,000000B2,27627.46623,,,,,,,,,,,,,
,0,163,27627.46649,,,,,,,,,,,,,
,0,230,27627.46666,,,,,,,,,,,,,
,0,323,27627.46692,,,,,,,,,,,,,
,0,500,27627.46717,,,,,,,,,,,,,
,0,565,27627.46743,,,,,,,,,,,,,
,0,163,27627.46803,,,,,,,,,,,,,
,0,565,27627.46845,,,,,,,,,,,,,
,0,163,27627.46973,,,,,,,,,,,,,
,0,565,27627.47007,,,,,,,,,,,,,
,0,163,27627.47178,,,,,,,,,,,,,
,0,565,27627.47212,,,,,,,,,,,,,
,0,163,27627.47383,,,,,,,,,,,,,
,0,565,27627.47417,,,,,,,,,,,,,
,0,000000C4,27627.47519,,,,,,,,,,,,,
,0,90,27627.47545,,,,,,,,,,,,,
,0,98,27627.47571,,,,,,,,,,,,,
,0,000000B2,27627.47596,,,,,,,,,,,,,
,0,163,27627.47622,,,,,,,,,,,,,
,0,230,27627.47647,,,,,,,,,,,,,
,0,323,27627.47673,,,,,,,,,,,,,
,0,500,27627.47699,,,,,,,,,,,,,
,0,565,27627.47716,,,,,,,,,,,,,
,0,163,27627.47784,,,,,,,,,,,,,
,0,565,27627.47827,,,,,,,,,,,,,
,0,163,27627.47989,,,,,,,,,,,,,
,0,565,27627.48031,,,,,,,,,,,,,
,0,163,27627.48194,,,,,,,,,,,,,
,0,565,27627.48236,,,,,,,,,,,,,
,0,163,27627.48398,,,,,,,,,,,,,
,0,565,27627.48441,,,,,,,,,,,,,
,0,000000C4,27627.48518,,,,,,,,,,,,,
,0,90,27627.48543,,,,,,,,,,,,,
,0,98,27627.48569,,,,,,,,,,,,,
,0,000000B2,27627.48595,,,,,,,,,,,,,
,0,163,27627.4862,,,,,,,,,,,,,
,0,230,27627.48646,,,,,,,,,,,,,
,0,323,27627.48671,,,,,,,,,,,,,
,0,500,27627.48697,,,,,,,,,,,,,
,0,565,27627.48723,,,,,,,,,,,,,
,0,163,27627.48808,,,,,,,,,,,,,
,0,565,27627.48842,,,,,,,,,,,,,
,0,163,27627.49013,,,,,,,,,,,,,
,0,565,27627.49047,,,,,,,,,,,,,
,0,163,27627.49218,,,,,,,,,,,,,
,0,565,27627.49252,,,,,,,,,,,,,
,0,163,27627.49414,,,,,,,,,,,,,
,0,565,27627.49457,,,,,,,,,,,,,
,0,000000C4,27627.49525,,,,,,,,,,,,,
,0,90,27627.4955,,,,,,,,,,,,,
,0,98,27627.49567,,,,,,,,,,,,,
,0,000000B2,27627.49593,,,,,,,,,,,,,
,0,230,27627.49619,,,,,,,,,,,,,
,0,163,27627.49644,,,,,,,,,,,,,
,0,323,27627.4967,,,,,,,,,,,,,
,0,500,27627.49695,,,,,,,,,,,,,
,0,565,27627.49721,,,,,,,,,,,,,
,0,163,27627.49823,,,,,,,,,,,,,
,0,565,27627.49866,,,,,,,,,,,,,
,0,163,27627.50028,,,,,,,,,,,,,
,0,565,27627.50071,,,,,,,,,,,,,
,0,163,27627.50233,,,,,,,,,,,,,
,0,565,27627.50276,,,,,,,,,,,,,
,0,163,27627.50438,,,,,,,,,,,,,
,0,565,27627.50481,,,,,,,,,,,,,
,0,000000C4,27627.50523,,,,,,,,,,,,,
,0,90,27627.50549,,,,,,,,,,,,,
,0,98,27627.50574,,,,,,,,,,,,,
,0,000000B2,27627.506,,,,,,,,,,,,,
,0,230,27627.50617,,,,,,,,,,,,,
,0,163,27627.50643,,,,,,,,,,,,,
,0,323,27627.50668,,,,,,,,,,,,,
,0,500,27627.50694,,,,,,,,,,,,,
,0,565,27627.50719,,,,,,,,,,,,,
,0,163,27627.50847,,,,,,,,,,,,,
,0,565,27627.50882,,,,,,,,,,,,,
,0,163,27627.51052,,,,,,,,,,,,,
,0,565,27627.51086,,,,,,,,,,,,,
,0,163,27627.51257,,,,,,,,,,,,,
,0,565,27627.51291,,,,,,,,,,,,,
,0,163,27627.51453,,,,,,,,,,,,,
,0,565,27627.51496,,,,,,,,,,,,,
,0,000000C4,27627.51522,,,,,,,,,,,,,
,0,90,27627.51547,,,,,,,,,,,,,
,0,98,27627.51573,,,,,,,,,,,,,
,0,000000B2,27627.51598,,,,,,,,,,,,,
,0,230,27627.51624,,,,,,,,,,,,,
,0,323,27627.51641,,,,,,,,,,,,,
,0,163,27627.51667,,,,,,,,,,,,,
,0,500,27627.51692,,,,,,,,,,,,,
,0,565,27627.51718,,,,,,,,,,,,,
,0,163,27627.51863,,,,,,,,,,,,,
,0,565,27627.51906,,,,,,,,,,,,,
,0,163,27627.52068,,,,,,,,,,,,,
,0,565,27627.5211,,,,,,,,,,,,,
,0,163,27627.52273,,,,,,,,,,,,,
,0,565,27627.52315,,,,,,,,,,,,,
,0,163,27627.52477,,,,,,,,,,,,,
,0,565,27627.5252,,,,,,,,,,,,,
,0,90,27627.52537,,,,,,,,,,,,,
,0,98,27627.52563,,,,,,,,,,,,,
,0,000000A3,27627.52588,,,,,,,,,,,,,
,0,000000B2,27627.52614,,,,,,,,,,,,,
,0,000000B3,27627.52639,,,,,,,,,,,,,
,0,230,27627.52665,,,,,,,,,,,,,
,0,163,27627.52691,,,,,,,,,,,,,
,0,323,27627.52716,,,,,,,,,,,,,
,0,500,27627.52742,,,,,,,,,,,,,
,0,565,27627.52759,,,,,,,,,,,,,
,0,163,27627.52887,,,,,,,,,,,,,
,0,565,27627.52921,,,,,,,,,,,,,
,0,163,27627.53083,,,,,,,,,,,,,
,0,565,27627.53126,,,,,,,,,,,,,
,0,163,27627.53288,,,,,,,,,,,,,
,0,565,27627.53331,,,,,,,,,,,,,
,0,163,27627.53493,,,,,,,,,,,,,
,0,000000A3,27627.53518,,,,,,,,,,,,,
,0,90,27627.53544,,,,,,,,,,,,,
,0,98,27627.5357,,,,,,,,,,,,,
,0,000000B2,27627.53595,,,,,,,,,,,,,
,0,000000B3,27627.53621,,,,,,,,,,,,,
,0,230,27627.53646,,,,,,,,,,,,,
,0,323,27627.53672,,,,,,,,,,,,,
,0,500,27627.53689,,,,,,,,,,,,,
,0,565,27627.53715,,,,,,,,,,,,,
,0,163,27627.5374,,,,,,,,,,,,,
,0,565,27627.53783,,,,,,,,,,,,,
,0,163,27627.53902,,,,,,,,,,,,,
,0,565,27627.53945,,,,,,,,,,,,,
,0,163,27627.54107,,,,,,,,,,,,,
,0,565,27627.5415,,,,,,,,,,,,,
,0,163,27627.54312,,,,,,,,,,,,,
,0,565,27627.54355,,,,,,,,,,,,,
,0,163,27627.54517,,,,,,,,,,,,,
,0,90,27627.54542,,,,,,,,,,,,,
,0,98,27627.54568,,,,,,,,,,,,,
,0,000000A3,27627.54585,,,,,,,,,,,,,
,0,000000B2,27627.54611,,,,,,,,,,,,,
,0,000000B3,27627.54636,,,,,,,,,,,,,
,0,230,27627.54662,,,,,,,,,,,,,
,0,323,27627.54687,,,,,,,,,,,,,
,0,500,27627.54713,,,,,,,,,,,,,
,0,565,27627.54739,,,,,,,,,,,,,
,0,163,27627.54764,,,,,,,,,,,,,
,0,565,27627.54807,,,,,,,,,,,,,
,0,163,27627.54926,,,,,,,,,,,,,
,0,565,27627.54961,,,,,,,,,,,,,
,0,163,27627.55123,,,,,,,,,,,,,
,0,565,27627.55165,,,,,,,,,,,,,
,0,163,27627.55327,,,,,,,,,,,,,
,0,565,27627.5537,,,,,,,,,,,,,
,0,000000A3,27627.55515,,,,,,,,,,,,,
,0,90,27627.55541,,,,,,,,,,,,,
,0,98,27627.55566,,,,,,,,,,,,,
,0,000000B2,27627.55592,,,,,,,,,,,,,
,0,000000B3,27627.55618,,,,,,,,,,,,,
,0,163,27627.55643,,,,,,,,,,,,,
,0,230,27627.55669,,,,,,,,,,,,,
,0,323,27627.55694,,,,,,,,,,,,,
,0,500,27627.5572,,,,,,,,,,,,,
,0,565,27627.55737,,,,,,,,,,,,,
,0,163,27627.55805,,,,,,,,,,,,,
,0,565,27627.55839,,,,,,,,,,,,,
,0,163,27627.55942,,,,,,,,,,,,,
,0,565,27627.55985,,,,,,,,,,,,,
,0,163,27627.56147,,,,,,,,,,,,,
,0,565,27627.56181,,,,,,,,,,,,,
,0,163,27627.56351,,,,,,,,,,,,,
,0,565,27627.56386,,,,,,,,,,,,,
,0,230,27627.56522,,,,,,,,,,,,,
,0,90,27627.56548,,,,,,,,,,,,,
,0,98,27627.56565,,,,,,,,,,,,,
,0,000000B2,27627.5659,,,,,,,,,,,,,
,0,163,27627.56616,,,,,,,,,,,,,
,0,323,27627.56642,,,,,,,,,,,,,
,0,500,27627.56667,,,,,,,,,,,,,
,0,565,27627.56693,,,,,,,,,,,,,
,0,163,27627.56761,,,,,,,,,,,,,
,0,565,27627.56795,,,,,,,,,,,,,
,0,163,27627.56957,,,,,,,,,,,,,
,0,565,27627.57,,,,,,,,,,,,,
,0,163,27627.57162,,,,,,,,,,,,,
,0,565,27627.57205,,,,,,,,,,,,,
,0,163,27627.57367,,,,,,,,,,,,,
,0,565,27627.5741,,,,,,,,,,,,,
,0,230,27627.57521,,,,,,,,,,,,,
,0,90,27627.57546,,,,,,,,,,,,,
,0,98,27627.57572,,,,,,,,,,,,,
,0,000000B2,27627.57589,,,,,,,,,,,,,
,0,163,27627.57614,,,,,,,,,,,,,
,0,323,27627.5764,,,,,,,,,,,,,
,0,500,27627.57666,,,,,,,,,,,,,
,0,565,27627.57691,,,,,,,,,,,,,
,0,163,27627.57777,,,,,,,,,,,,,
,0,565,27627.57819,,,,,,,,,,,,,
,0,163,27627.57981,,,,,,,,,,,,,
,0,565,27627.58024,,,,,,,,,,,,,
,0,163,27627.58186,,,,,,,,,,,,,
,0,565,27627.5822,,,,,,,,,,,,,
,0,163,27627.58391,,,,,,,,,,,,,
,0,565,27627.58425,,,,,,,,,,,,,
,0,230,27627.58519,,,,,,,,,,,,,
,0,90,27627.58545,,,,,,,,,,,,,
,0,98,27627.5857,,,,,,,,,,,,,
,0,000000B2,27627.58596,,,,,,,,,,,,,
,0,163,27627.58621,,,,,,,,,,,,,
,0,323,27627.58638,,,,,,,,,,,,,
,0,500,27627.58664,,,,,,,,,,,,,
,0,565,27627.5869,,,,,,,,,,,,,
,0,163,27627.58792,,,,,,,,,,,,,
,0,565,27627.58835,,,,,,,,,,,,,
,0,163,27627.58997,,,,,,,,,,,,,
,0,565,27627.59039,,,,,,,,,,,,,
,0,163,27627.59202,,,,,,,,,,,,,
,0,565,27627.59244,,,,,,,,,,,,,
,0,163,27627.59406,,,,,,,,,,,,,
,0,565,27627.59449,,,,,,,,,,,,,
,0,230,27627.59517,,,,,,,,,,,,,
,0,90,27627.59543,,,,,,,,,,,,,
,0,98,27627.59569,,,,,,,,,,,,,
,0,000000B2,27627.59594,,,,,,,,,,,,,
,0,163,27627.5962,,,,,,,,,,,,,
,0,323,27627.59637,,,,,,,,,,,,,
,0,500,27627.59662,,,,,,,,,,,,,
,0,565,27627.59688,,,,,,,,,,,,,
,0,163,27627.59816,,,,,,,,,,,,,
,0,565,27627.59859,,,,,,,,,,,,,
