Chn,Identifier,Flg,DLC,D0,1,2,3,4,5,6,D7,Time,Dir
,0,00000163,8,00,00,00,00,00,01,2B,4C,,27728.799480,R
,0,00000565,8,00,00,00,00,00,01,2B,4C,,27728.799820,R
,0,00000783,8,00,00,00,00,00,01,2B,4C,,27728.800250,R
,0,00000163,8,00,00,00,00,00,01,2B,4D,,27728.801190,R
,0,00000565,8,00,00,00,00,00,01,2B,4D,,27728.801620,R
,0,00000783,8,00,00,00,00,00,01,2B,4D,,27728.801960,R
,0,00000163,8,00,00,00,00,00,01,2B,4E,,27728.803240,R
,0,00000565,8,00,00,00,00,00,01,2B,4E,,27728.803660,R
,0,00000783,8,00,00,00,00,00,01,2B,4E,,27728.804010,R
,0,00000163,8,00,00,00,00,00,01,2B,4F,,27728.805290,R
,0,000000A0,8,AD,07,00,00,00,00,00,00,,27728.805540,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.805800,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.806050,R
,0,000000B0,8,11,08,00,00,00,00,00,00,,27728.806310,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.806570,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.806820,R
,0,000000C0,8,75,08,00,00,00,00,00,00,,27728.807080,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.807330,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.807500,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.807760,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.808020,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.808270,R
,0,00000783,8,00,00,00,00,00,01,2B,4F,,27728.808530,R
,0,00000565,8,00,00,00,00,00,01,2B,4F,,27728.808780,R
,0,00000163,8,00,00,00,00,00,01,2B,50,,27728.809130,R
,0,00000565,8,00,00,00,00,00,01,2B,50,,27728.809550,R
,0,00000783,8,00,00,00,00,00,01,2B,50,,27728.809890,R
,0,00000163,8,00,00,00,00,00,01,2B,51,,27728.810490,R
,0,00000565,8,00,00,00,00,00,01,2B,51,,27728.810920,R
,0,00000783,8,00,00,00,00,00,01,2B,51,,27728.811260,R
,0,00000163,8,00,00,00,00,00,01,2B,52,,27728.811860,R
,0,00000565,8,00,00,00,00,00,01,2B,52,,27728.812280,R
,0,00000783,8,00,00,00,00,00,01,2B,52,,27728.812710,R
,0,00000163,8,00,00,00,00,00,01,2B,53,,27728.813390,R
,0,00000565,8,00,00,00,00,00,01,2B,53,,27728.813820,R
,0,00000783,8,00,00,00,00,00,01,2B,53,,27728.814250,R
,0,00000163,8,00,00,00,00,00,01,2B,54,,27728.815440,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.815700,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.815950,R
,0,000000A0,8,B2,07,00,00,00,00,00,00,,27728.816210,R
,0,000000B0,8,16,08,00,00,00,00,00,00,,27728.816460,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.816720,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.816980,R
,0,000000C0,8,7A,08,00,00,00,00,00,00,,27728.817230,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.817400,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.817660,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.817910,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.818170,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.818430,R
,0,00000783,8,00,00,00,00,00,01,2B,54,,27728.818680,R
,0,00000565,8,00,00,00,00,00,01,2B,54,,27728.818940,R
,0,00000163,8,00,00,00,00,00,01,2B,55,,27728.819280,R
,0,00000565,8,00,00,00,00,00,01,2B,55,,27728.819620,R
,0,00000783,8,00,00,00,00,00,01,2B,55,,27728.820050,R
,0,00000163,8,00,00,00,00,00,01,2B,56,,27728.820730,R
,0,00000565,8,00,00,00,00,00,01,2B,56,,27728.821070,R
,0,00000783,8,00,00,00,00,00,01,2B,56,,27728.821500,R
,0,00000163,8,00,00,00,00,00,01,2B,57,,27728.822100,R
,0,00000565,8,00,00,00,00,00,01,2B,57,,27728.822440,R
,0,00000783,8,00,00,00,00,00,01,2B,57,,27728.822860,R
,0,00000163,8,00,00,00,00,00,01,2B,58,,27728.823630,R
,0,00000565,8,00,00,00,00,00,01,2B,58,,27728.824060,R
,0,00000783,8,00,00,00,00,00,01,2B,58,,27728.824400,R
,0,000000A0,8,B7,07,00,00,00,00,00,00,,27728.825590,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.825850,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.826020,R
,0,000000B0,8,1B,08,00,00,00,00,00,00,,27728.826280,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.826530,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.826790,R
,0,000000C0,8,7F,08,00,00,00,00,00,00,,27728.827050,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.827300,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.827560,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.827810,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.827980,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.828240,R
,0,00000565,8,00,00,00,00,00,01,2B,59,,27728.828500,R
,0,00000163,8,00,00,00,00,00,01,2B,59,,27728.828750,R
,0,00000783,8,00,00,00,00,00,01,2B,59,,27728.829010,R
,0,00000163,8,00,00,00,00,00,01,2B,5A,,27728.829610,R
,0,00000565,8,00,00,00,00,00,01,2B,5A,,27728.830030,R
,0,00000783,8,00,00,00,00,00,01,2B,5A,,27728.830370,R
,0,00000163,8,00,00,00,00,00,01,2B,5B,,27728.830970,R
,0,00000565,8,00,00,00,00,00,01,2B,5B,,27728.831400,R
,0,00000783,8,00,00,00,00,00,01,2B,5B,,27728.831740,R
,0,00000163,8,00,00,00,00,00,01,2B,5C,,27728.832340,R
,0,00000565,8,00,00,00,00,00,01,2B,5C,,27728.832760,R
,0,00000783,8,00,00,00,00,00,01,2B,5C,,27728.833190,R
,0,00000163,8,00,00,00,00,00,01,2B,5D,,27728.833790,R
,0,00000565,8,00,00,00,00,00,01,2B,5D,,27728.834210,R
,0,00000783,8,00,00,00,00,00,01,2B,5D,,27728.834550,R
,0,000000A0,8,BC,07,00,00,00,00,00,00,,27728.835580,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.835830,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.836090,R
,0,000000B0,8,20,08,00,00,00,00,00,00,,27728.836260,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.836520,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.836770,R
,0,000000C0,8,84,08,00,00,00,00,00,00,,27728.837030,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.837290,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.837540,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.837800,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.838050,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.838220,R
,0,00000565,8,00,00,00,00,00,01,2B,5E,,27728.838480,R
,0,00000163,8,00,00,00,00,00,01,2B,5E,,27728.838740,R
,0,00000783,8,00,00,00,00,00,01,2B,5E,,27728.838990,R
,0,00000163,8,00,00,00,00,00,01,2B,5F,,27728.839590,R
,0,00000565,8,00,00,00,00,00,01,2B,5F,,27728.840020,R
,0,00000783,8,00,00,00,00,00,01,2B,5F,,27728.840360,R
,0,00000163,8,00,00,00,00,00,01,2B,60,,27728.840950,R
,0,00000565,8,00,00,00,00,00,01,2B,60,,27728.841380,R
,0,00000783,8,00,00,00,00,00,01,2B,60,,27728.841810,R
,0,00000163,8,00,00,00,00,00,01,2B,61,,27728.842410,R
,0,00000565,8,00,00,00,00,00,01,2B,61,,27728.842750,R
,0,00000783,8,00,00,00,00,00,01,2B,61,,27728.843170,R
,0,00000163,8,00,00,00,00,00,01,2B,62,,27728.844030,R
,0,00000565,8,00,00,00,00,00,01,2B,62,,27728.844370,R
,0,00000783,8,00,00,00,00,00,01,2B,62,,27728.844790,R
,0,000000A1,8,DC,05,00,00,00,00,00,00,,27728.845560,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.845820,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.846070,R
,0,000000B1,8,DC,05,00,00,00,00,00,00,,27728.846250,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.846500,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.846760,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.847010,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.847270,R
,0,00000163,8,00,00,00,00,00,01,2B,63,,27728.847530,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.847780,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.848040,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.848290,R
,0,00000565,8,00,00,00,00,00,01,2B,63,,27728.848460,R
,0,00000783,8,00,00,00,00,00,01,2B,63,,27728.848890,R
,0,00000163,8,00,00,00,00,00,01,2C,00,,27728.849490,R
,0,00000565,8,00,00,00,00,00,01,2C,00,,27728.849910,R
,0,00000783,8,00,00,00,00,00,01,2C,00,,27728.850260,R
,0,00000163,8,00,00,00,00,00,01,2C,01,,27728.850850,R
,0,00000565,8,00,00,00,00,00,01,2C,01,,27728.851280,R
,0,00000783,8,00,00,00,00,00,01,2C,01,,27728.851710,R
,0,00000163,8,00,00,00,00,00,01,2C,02,,27728.852300,R
,0,00000565,8,00,00,00,00,00,01,2C,02,,27728.852730,R
,0,00000783,8,00,00,00,00,00,01,2C,02,,27728.853160,R
,0,00000163,8,00,00,00,00,00,01,2C,03,,27728.854180,R
,0,00000565,8,00,00,00,00,00,01,2C,03,,27728.854610,R
,0,00000783,8,00,00,00,00,00,01,2C,03,,27728.854950,R
,0,000000A1,8,E1,05,00,00,00,00,00,00,,27728.855550,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.855800,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.856060,R
,0,000000B1,8,E1,05,00,00,00,00,00,00,,27728.856310,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.856490,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.856740,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.857000,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.857250,R
,0,00000163,8,00,00,00,00,00,01,2C,04,,27728.857510,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.857770,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.858020,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.858280,R
,0,00000565,8,00,00,00,00,00,01,2C,04,,27728.858530,R
,0,00000783,8,00,00,00,00,00,01,2C,04,,27728.858870,R
,0,00000163,8,00,00,00,00,00,01,2C,05,,27728.859470,R
,0,00000565,8,00,00,00,00,00,01,2C,05,,27728.859900,R
,0,00000783,8,00,00,00,00,00,01,2C,05,,27728.860240,R
,0,00000163,8,00,00,00,00,00,01,2C,06,,27728.860840,R
,0,00000565,8,00,00,00,00,00,01,2C,06,,27728.861260,R
,0,00000783,8,00,00,00,00,00,01,2C,06,,27728.861690,R
,0,00000163,8,00,00,00,00,00,01,2C,07,,27728.862370,R
,0,00000565,8,00,00,00,00,00,01,2C,07,,27728.862710,R
,0,00000783,8,00,00,00,00,00,01,2C,07,,27728.863140,R
,0,00000163,8,00,00,00,00,00,01,2C,08,,27728.864420,R
,0,00000565,8,00,00,00,00,00,01,2C,08,,27728.864760,R
,0,00000783,8,00,00,00,00,00,01,2C,08,,27728.865190,R
,0,000000A1,8,E6,05,00,00,00,00,00,00,,27728.865530,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.865790,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.866040,R
,0,000000B1,8,E6,05,00,00,00,00,00,00,,27728.866300,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.866550,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.866730,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.866980,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.867240,R
,0,00000163,8,00,00,00,00,00,01,2C,09,,27728.867490,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.867750,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.868010,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.868260,R
,0,00000565,8,00,00,00,00,00,01,2C,09,,27728.868520,R
,0,00000783,8,00,00,00,00,00,01,2C,09,,27728.868860,R
,0,00000163,8,00,00,00,00,00,01,2C,0A,,27728.869460,R
,0,00000565,8,00,00,00,00,00,01,2C,0A,,27728.869880,R
,0,00000783,8,00,00,00,00,00,01,2C,0A,,27728.870310,R
,0,00000163,8,00,00,00,00,00,01,2C,0B,,27728.870820,R
,0,00000565,8,00,00,00,00,00,01,2C,0B,,27728.871250,R
,0,00000783,8,00,00,00,00,00,01,2C,0B,,27728.871670,R
,0,00000163,8,00,00,00,00,00,01,2C,0C,,27728.872530,R
,0,00000565,8,00,00,00,00,00,01,2C,0C,,27728.872950,R
,0,00000783,8,00,00,00,00,00,01,2C,0C,,27728.873300,R
,0,00000163,8,00,00,00,00,00,01,2C,0D,,27728.874580,R
,0,00000565,8,00,00,00,00,00,01,2C,0D,,27728.875000,R
,0,00000783,8,00,00,00,00,00,01,2C,0D,,27728.875340,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.875600,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.875860,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.876110,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.876370,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.876620,R
,0,000000C4,8,E6,05,00,00,00,00,00,00,,27728.876880,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.877140,R
,0,00000163,8,00,00,00,00,00,01,2C,0E,,27728.877310,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.877560,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.877820,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.878070,R
,0,00000565,8,00,00,00,00,00,01,2C,0E,,27728.878330,R
,0,00000783,8,00,00,00,00,00,01,2C,0E,,27728.878760,R
,0,00000163,8,00,00,00,00,00,01,2C,0F,,27728.879350,R
,0,00000565,8,00,00,00,00,00,01,2C,0F,,27728.879700,R
,0,00000783,8,00,00,00,00,00,01,2C,0F,,27728.880120,R
,0,00000163,8,00,00,00,00,00,01,2C,10,,27728.880720,R
,0,00000565,8,00,00,00,00,00,01,2C,10,,27728.881150,R
,0,00000783,8,00,00,00,00,00,01,2C,10,,27728.881490,R
,0,00000163,8,00,00,00,00,00,01,2C,11,,27728.882770,R
,0,00000565,8,00,00,00,00,00,01,2C,11,,27728.883110,R
,0,00000783,8,00,00,00,00,00,01,2C,11,,27728.883540,R
,0,00000163,8,00,00,00,00,00,01,2C,12,,27728.884820,R
,0,00000565,8,00,00,00,00,00,01,2C,12,,27728.885160,R
,0,000000C4,8,E6,05,00,00,00,00,00,00,,27728.885500,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.885750,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.886010,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.886270,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.886520,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.886780,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.887030,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.887290,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.887460,R
,0,00000163,8,00,00,00,00,00,01,2C,13,,27728.887720,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.887970,R
,0,00000565,8,00,00,00,00,00,01,2C,13,,27728.888230,R
,0,00000783,8,00,00,00,00,00,01,2C,12,,27728.888490,R
,0,00000783,8,00,00,00,00,00,01,2C,13,,27728.888740,R
,0,00000163,8,00,00,00,00,00,01,2C,14,,27728.889340,R
,0,00000565,8,00,00,00,00,00,01,2C,14,,27728.889770,R
,0,00000783,8,00,00,00,00,00,01,2C,14,,27728.890110,R
,0,00000163,8,00,00,00,00,00,01,2C,15,,27728.890870,R
,0,00000565,8,00,00,00,00,00,01,2C,15,,27728.891300,R
,0,00000783,8,00,00,00,00,00,01,2C,15,,27728.891730,R
,0,00000163,8,00,00,00,00,00,01,2C,16,,27728.892920,R
,0,00000565,8,00,00,00,00,00,01,2C,16,,27728.893350,R
,0,00000783,8,00,00,00,00,00,01,2C,16,,27728.893690,R
,0,00000163,8,00,00,00,00,00,01,2C,17,,27728.894970,R
,0,00000565,8,00,00,00,00,00,01,2C,17,,27728.895400,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.895650,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.895910,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.896080,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.896340,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.896590,R
,0,000000C4,8,E6,05,00,00,00,00,00,00,,27728.896850,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.897100,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.897360,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.897620,R
,0,00000163,8,00,00,00,00,00,01,2C,18,,27728.897870,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.898040,R
,0,00000565,8,00,00,00,00,00,01,2C,18,,27728.898300,R
,0,00000783,8,00,00,00,00,00,01,2C,17,,27728.898550,R
,0,00000783,8,00,00,00,00,00,01,2C,18,,27728.898810,R
,0,00000163,8,00,00,00,00,00,01,2C,19,,27728.899410,R
,0,00000565,8,00,00,00,00,00,01,2C,19,,27728.899830,R
,0,00000783,8,00,00,00,00,00,01,2C,19,,27728.900260,R
,0,00000163,8,00,00,00,00,00,01,2C,1A,,27728.901110,R
,0,00000565,8,00,00,00,00,00,01,2C,1A,,27728.901460,R
,0,00000783,8,00,00,00,00,00,01,2C,1A,,27728.901880,R
,0,00000163,8,00,00,00,00,00,01,2C,1B,,27728.903160,R
,0,00000565,8,00,00,00,00,00,01,2C,1B,,27728.903500,R
,0,00000783,8,00,00,00,00,00,01,2C,1B,,27728.903930,R
,0,00000163,8,00,00,00,00,00,01,2C,1C,,27728.905210,R
,0,000000C4,8,E6,05,00,00,00,00,00,00,,27728.905550,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.905810,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.905980,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.906230,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.906490,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.906750,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.907000,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.907260,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.907510,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.907770,R
,0,00000783,8,00,00,00,00,00,01,2C,1C,,27728.908030,R
,0,00000565,8,00,00,00,00,00,01,2C,1C,,27728.908200,R
,0,00000163,8,00,00,00,00,00,01,2C,1D,,27728.908620,R
,0,00000565,8,00,00,00,00,00,01,2C,1D,,27728.909050,R
,0,00000783,8,00,00,00,00,00,01,2C,1D,,27728.909480,R
,0,00000163,8,00,00,00,00,00,01,2C,1E,,27728.910070,R
,0,00000565,8,00,00,00,00,00,01,2C,1E,,27728.910500,R
,0,00000783,8,00,00,00,00,00,01,2C,1E,,27728.910840,R
,0,00000163,8,00,00,00,00,00,01,2C,1F,,27728.911440,R
,0,00000565,8,00,00,00,00,00,01,2C,1F,,27728.911870,R
,0,00000783,8,00,00,00,00,00,01,2C,1F,,27728.912210,R
,0,00000163,8,00,00,00,00,00,01,2C,20,,27728.913320,R
,0,00000565,8,00,00,00,00,00,01,2C,20,,27728.913740,R
,0,00000783,8,00,00,00,00,00,01,2C,20,,27728.914090,R
,0,00000163,8,00,00,00,00,00,01,2C,21,,27728.915370,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.915620,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.915880,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.916130,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.916390,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.916560,R
,0,000000C4,8,E6,05,00,00,00,00,00,00,,27728.916820,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.917070,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.917330,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.917580,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.917840,R
,0,00000783,8,00,00,00,00,00,01,2C,21,,27728.918100,R
,0,00000565,8,00,00,00,00,00,01,2C,21,,27728.918350,R
,0,00000163,8,00,00,00,00,00,01,2C,22,,27728.918690,R
,0,00000565,8,00,00,00,00,00,01,2C,22,,27728.919030,R
,0,00000783,8,00,00,00,00,00,01,2C,22,,27728.919460,R
,0,00000163,8,00,00,00,00,00,01,2C,23,,27728.920060,R
,0,00000565,8,00,00,00,00,00,01,2C,23,,27728.920490,R
,0,00000783,8,00,00,00,00,00,01,2C,23,,27728.920830,R
,0,00000163,8,00,00,00,00,00,01,2C,24,,27728.921510,R
,0,00000565,8,00,00,00,00,00,01,2C,24,,27728.921850,R
,0,00000783,8,00,00,00,00,00,01,2C,24,,27728.922280,R
,0,00000163,8,00,00,00,00,00,01,2C,25,,27728.923560,R
,0,00000565,8,00,00,00,00,00,01,2C,25,,27728.923900,R
,0,00000783,8,00,00,00,00,00,01,2C,25,,27728.924330,R
,0,000000A3,8,BC,07,00,00,00,00,00,00,,27728.925520,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.925780,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.926030,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.926290,R
,0,000000B3,8,84,08,00,00,00,00,00,00,,27728.926460,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.926710,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.926970,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.927230,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.927480,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.927740,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.927990,R
,0,00000565,8,00,00,00,00,00,01,2C,26,,27728.928250,R
,0,00000163,8,00,00,00,00,00,01,2C,26,,27728.928420,R
,0,00000783,8,00,00,00,00,00,01,2C,26,,27728.928680,R
,0,00000163,8,00,00,00,00,00,01,2C,27,,27728.929270,R
,0,00000565,8,00,00,00,00,00,01,2C,27,,27728.929700,R
,0,00000783,8,00,00,00,00,00,01,2C,27,,27728.930130,R
,0,00000163,8,00,00,00,00,00,01,2C,28,,27728.930730,R
,0,00000565,8,00,00,00,00,00,01,2C,28,,27728.931070,R
,0,00000783,8,00,00,00,00,00,01,2C,28,,27728.931490,R
,0,00000163,8,00,00,00,00,00,01,2C,29,,27728.932090,R
,0,00000565,8,00,00,00,00,00,01,2C,29,,27728.932430,R
,0,00000783,8,00,00,00,00,00,01,2C,29,,27728.932940,R
,0,00000163,8,00,00,00,00,00,01,2C,2A,,27728.933710,R
,0,00000565,8,00,00,00,00,00,01,2C,2A,,27728.934140,R
,0,00000783,8,00,00,00,00,00,01,2C,2A,,27728.934480,R
,0,000000A3,8,BC,07,00,00,00,00,00,00,,27728.935500,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.935760,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.936020,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.936270,R
,0,000000B3,8,84,08,00,00,00,00,00,00,,27728.936530,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.936700,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.936950,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.937210,R
,0,00000163,8,00,00,00,00,00,01,2C,2B,,27728.937470,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.937720,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.937980,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.938230,R
,0,00000565,8,00,00,00,00,00,01,2C,2B,,27728.938490,R
,0,00000783,8,00,00,00,00,00,01,2C,2B,,27728.938830,R
,0,00000163,8,00,00,00,00,00,01,2C,2C,,27728.939430,R
,0,00000565,8,00,00,00,00,00,01,2C,2C,,27728.939860,R
,0,00000783,8,00,00,00,00,00,01,2C,2C,,27728.940200,R
,0,00000163,8,00,00,00,00,00,01,2C,2D,,27728.940790,R
,0,00000565,8,00,00,00,00,00,01,2C,2D,,27728.941220,R
,0,00000783,8,00,00,00,00,00,01,2C,2D,,27728.941650,R
,0,00000163,8,00,00,00,00,00,01,2C,2E,,27728.942160,R
,0,00000565,8,00,00,00,00,00,01,2C,2E,,27728.942590,R
,0,00000783,8,00,00,00,00,00,01,2C,2E,,27728.943010,R
,0,00000163,8,00,00,00,00,00,01,2C,2F,,27728.943870,R
,0,00000565,8,00,00,00,00,00,01,2C,2F,,27728.944290,R
,0,00000783,8,00,00,00,00,00,01,2C,2F,,27728.944720,R
,0,000000A3,8,BC,07,00,00,00,00,00,00,,27728.945490,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.945740,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.946000,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.946260,R
,0,000000B3,8,84,08,00,00,00,00,00,00,,27728.946510,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.946770,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.946940,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.947190,R
,0,00000163,8,00,00,00,00,00,01,2C,30,,27728.947450,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.947710,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.947960,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.948220,R
,0,00000565,8,00,00,00,00,00,01,2C,30,,27728.948470,R
,0,00000783,8,00,00,00,00,00,01,2C,30,,27728.948820,R
,0,00000163,8,00,00,00,00,00,01,2C,31,,27728.949410,R
,0,00000565,8,00,00,00,00,00,01,2C,31,,27728.949840,R
,0,00000783,8,00,00,00,00,00,01,2C,31,,27728.950270,R
,0,00000163,8,00,00,00,00,00,01,2C,32,,27728.950860,R
,0,00000565,8,00,00,00,00,00,01,2C,32,,27728.951210,R
,0,00000783,8,00,00,00,00,00,01,2C,32,,27728.951630,R
,0,00000163,8,00,00,00,00,00,01,2C,33,,27728.952230,R
,0,00000565,8,00,00,00,00,00,01,2C,33,,27728.952570,R
,0,00000783,8,00,00,00,00,00,01,2C,33,,27728.953000,R
,0,00000163,8,00,00,00,00,00,01,2C,34,,27728.954110,R
,0,00000565,8,00,00,00,00,00,01,2C,34,,27728.954450,R
,0,00000783,8,00,00,00,00,00,01,2C,34,,27728.954870,R
,0,000000A3,8,BC,07,00,00,00,00,00,00,,27728.955470,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.955730,R
