Chn,Identifier,Flg,DLC,D0,1,2,3,4,5,6,D7,Time,Dir
,0,000000A3,8,80,07,00,00,00,00,00,00,,27728.335780,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.336040,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.336290,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.336550,R
,0,000000B3,8,48,08,00,00,00,00,00,00,,27728.336720,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.336980,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.337230,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.337490,R
,0,00000163,8,00,00,00,00,00,01,29,31,,27728.337740,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.338000,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.338260,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.338510,R
,0,00000565,8,00,00,00,00,00,01,29,31,,27728.338770,R
,0,00000783,8,00,00,00,00,00,01,29,31,,27728.339110,R
,0,00000163,8,00,00,00,00,00,01,29,32,,27728.339710,R
,0,00000565,8,00,00,00,00,00,01,29,32,,27728.340130,R
,0,00000783,8,00,00,00,00,00,01,29,32,,27728.340470,R
,0,00000163,8,00,00,00,00,00,01,29,33,,27728.341070,R
,0,00000565,8,00,00,00,00,00,01,29,33,,27728.341500,R
,0,00000783,8,00,00,00,00,00,01,29,33,,27728.341930,R
,0,00000163,8,00,00,00,00,00,01,29,34,,27728.342440,R
,0,00000565,8,00,00,00,00,00,01,29,34,,27728.342860,R
,0,00000783,8,00,00,00,00,00,01,29,34,,27728.343290,R
,0,00000163,8,00,00,00,00,00,01,29,35,,27728.344490,R
,0,00000565,8,00,00,00,00,00,01,29,35,,27728.344910,R
,0,00000783,8,00,00,00,00,00,01,29,35,,27728.345250,R
,0,000000A3,8,80,07,00,00,00,00,00,00,,27728.345770,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.346020,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.346280,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.346530,R
,0,000000B3,8,48,08,00,00,00,00,00,00,,27728.346790,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.346960,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.347220,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.347470,R
,0,00000163,8,00,00,00,00,00,01,29,36,,27728.347730,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.347980,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.348240,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.348500,R
,0,00000565,8,00,00,00,00,00,01,29,36,,27728.348750,R
,0,00000783,8,00,00,00,00,00,01,29,36,,27728.349090,R
,0,00000163,8,00,00,00,00,00,01,29,37,,27728.349690,R
,0,00000565,8,00,00,00,00,00,01,29,37,,27728.350120,R
,0,00000783,8,00,00,00,00,00,01,29,37,,27728.350540,R
,0,00000163,8,00,00,00,00,00,01,29,38,,27728.351140,R
,0,00000565,8,00,00,00,00,00,01,29,38,,27728.351480,R
,0,00000783,8,00,00,00,00,00,01,29,38,,27728.351910,R
,0,00000163,8,00,00,00,00,00,01,29,39,,27728.352680,R
,0,00000565,8,00,00,00,00,00,01,29,39,,27728.353020,R
,0,00000783,8,00,00,00,00,00,01,29,39,,27728.353450,R
,0,00000163,8,00,00,00,00,00,01,29,3A,,27728.354730,R
,0,00000565,8,00,00,00,00,00,01,29,3A,,27728.355070,R
,0,00000783,8,00,00,00,00,00,01,29,3A,,27728.355490,R
,0,000000A3,8,80,07,00,00,00,00,00,00,,27728.355750,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.356010,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.356260,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.356520,R
,0,000000B3,8,48,08,00,00,00,00,00,00,,27728.356770,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.357030,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.357200,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.357460,R
,0,00000163,8,00,00,00,00,00,01,29,3B,,27728.357710,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.357970,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.358220,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.358480,R
,0,00000565,8,00,00,00,00,00,01,29,3B,,27728.358740,R
,0,00000783,8,00,00,00,00,00,01,29,3B,,27728.359160,R
,0,00000163,8,00,00,00,00,00,01,29,3C,,27728.359760,R
,0,00000565,8,00,00,00,00,00,01,29,3C,,27728.360100,R
,0,00000783,8,00,00,00,00,00,01,29,3C,,27728.360530,R
,0,00000163,8,00,00,00,00,00,01,29,3D,,27728.361130,R
,0,00000565,8,00,00,00,00,00,01,29,3D,,27728.361470,R
,0,00000783,8,00,00,00,00,00,01,29,3D,,27728.361890,R
,0,00000163,8,00,00,00,00,00,01,29,3E,,27728.362830,R
,0,00000565,8,00,00,00,00,00,01,29,3E,,27728.363260,R
,0,00000783,8,00,00,00,00,00,01,29,3E,,27728.363690,R
,0,00000163,8,00,00,00,00,00,01,29,3F,,27728.364880,R
,0,00000565,8,00,00,00,00,00,01,29,3F,,27728.365310,R
,0,00000783,8,00,00,00,00,00,01,29,3F,,27728.365650,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.365900,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.366160,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.366420,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.366670,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.366930,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.367180,R
,0,00000163,8,00,00,00,00,00,01,29,40,,27728.367440,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.367700,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.367870,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.368120,R
,0,00000565,8,00,00,00,00,00,01,29,40,,27728.368380,R
,0,00000783,8,00,00,00,00,00,01,29,40,,27728.368810,R
,0,00000163,8,00,00,00,00,00,01,29,41,,27728.369400,R
,0,00000565,8,00,00,00,00,00,01,29,41,,27728.369830,R
,0,00000783,8,00,00,00,00,00,01,29,41,,27728.370170,R
,0,00000163,8,00,00,00,00,00,01,29,42,,27728.371020,R
,0,00000565,8,00,00,00,00,00,01,29,42,,27728.371450,R
,0,00000783,8,00,00,00,00,00,01,29,42,,27728.371790,R
,0,00000163,8,00,00,00,00,00,01,29,43,,27728.373070,R
,0,00000565,8,00,00,00,00,00,01,29,43,,27728.373410,R
,0,00000783,8,00,00,00,00,00,01,29,43,,27728.373840,R
,0,00000163,8,00,00,00,00,00,01,29,44,,27728.375120,R
,0,00000565,8,00,00,00,00,00,01,29,44,,27728.375460,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.375720,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.375970,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.376230,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.376490,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.376740,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.377000,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.377250,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.377510,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.377770,R
,0,00000163,8,00,00,00,00,00,01,29,45,,27728.378020,R
,0,00000783,8,00,00,00,00,00,01,29,44,,27728.378190,R
,0,00000565,8,00,00,00,00,00,01,29,45,,27728.378450,R
,0,00000783,8,00,00,00,00,00,01,29,45,,27728.378870,R
,0,00000163,8,00,00,00,00,00,01,29,46,,27728.379470,R
,0,00000565,8,00,00,00,00,00,01,29,46,,27728.379810,R
,0,00000783,8,00,00,00,00,00,01,29,46,,27728.380240,R
,0,00000163,8,00,00,00,00,00,01,29,47,,27728.381180,R
,0,00000565,8,00,00,00,00,00,01,29,47,,27728.381610,R
,0,00000783,8,00,00,00,00,00,01,29,47,,27728.382030,R
,0,00000163,8,00,00,00,00,00,01,29,48,,27728.383230,R
,0,00000565,8,00,00,00,00,00,01,29,48,,27728.383650,R
,0,00000783,8,00,00,00,00,00,01,29,48,,27728.383990,R
,0,00000163,8,00,00,00,00,00,01,29,49,,27728.385270,R
,0,00000565,8,00,00,00,00,00,01,29,49,,27728.385700,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.385960,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.386210,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.386380,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.386640,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.386900,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.387150,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.387410,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.387660,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.387920,R
,0,00000163,8,00,00,00,00,00,01,29,4A,,27728.388180,R
,0,00000783,8,00,00,00,00,00,01,29,49,,27728.388430,R
,0,00000565,8,00,00,00,00,00,01,29,4A,,27728.388600,R
,0,00000783,8,00,00,00,00,00,01,29,4A,,27728.389030,R
,0,00000163,8,00,00,00,00,00,01,29,4B,,27728.389630,R
,0,00000565,8,00,00,00,00,00,01,29,4B,,27728.389970,R
,0,00000783,8,00,00,00,00,00,01,29,4B,,27728.390390,R
,0,00000163,8,00,00,00,00,00,01,29,4C,,27728.391420,R
,0,00000565,8,00,00,00,00,00,01,29,4C,,27728.391760,R
,0,00000783,8,00,00,00,00,00,01,29,4C,,27728.392190,R
,0,00000163,8,00,00,00,00,00,01,29,4D,,27728.393470,R
,0,00000565,8,00,00,00,00,00,01,29,4D,,27728.393810,R
,0,00000783,8,00,00,00,00,00,01,29,4D,,27728.394230,R
,0,00000163,8,00,00,00,00,00,01,29,4E,,27728.395510,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.395770,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.396030,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.396280,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.396450,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.396710,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.396970,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.397220,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.397480,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.397730,R
,0,00000783,8,00,00,00,00,00,01,29,4E,,27728.397990,R
,0,00000565,8,00,00,00,00,00,01,29,4E,,27728.398250,R
,0,00000163,8,00,00,00,00,00,01,29,4F,,27728.398590,R
,0,00000565,8,00,00,00,00,00,01,29,4F,,27728.398930,R
,0,00000783,8,00,00,00,00,00,01,29,4F,,27728.399350,R
,0,00000163,8,00,00,00,00,00,01,29,50,,27728.399950,R
,0,00000565,8,00,00,00,00,00,01,29,50,,27728.400290,R
,0,00000783,8,00,00,00,00,00,01,29,50,,27728.400720,R
,0,00000163,8,00,00,00,00,00,01,29,51,,27728.401570,R
,0,00000565,8,00,00,00,00,00,01,29,51,,27728.402000,R
,0,00000783,8,00,00,00,00,00,01,29,51,,27728.402430,R
,0,00000163,8,00,00,00,00,00,01,29,52,,27728.403620,R
,0,00000565,8,00,00,00,00,00,01,29,52,,27728.404050,R
,0,00000783,8,00,00,00,00,00,01,29,52,,27728.404470,R
,0,00000163,8,00,00,00,00,00,01,29,53,,27728.405670,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.405930,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.406180,R
,0,000000A0,8,85,07,00,00,00,00,00,00,,27728.406440,R
,0,000000B0,8,E9,07,00,00,00,00,00,00,,27728.406690,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.406860,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.407120,R
,0,000000C0,8,4D,08,00,00,00,00,00,00,,27728.407380,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.407630,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.407890,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.408140,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.408400,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.408660,R
,0,00000783,8,00,00,00,00,00,01,29,53,,27728.408830,R
,0,00000565,8,00,00,00,00,00,01,29,53,,27728.409080,R
,0,00000163,8,00,00,00,00,00,01,29,54,,27728.409420,R
,0,00000565,8,00,00,00,00,00,01,29,54,,27728.409850,R
,0,00000783,8,00,00,00,00,00,01,29,54,,27728.410280,R
,0,00000163,8,00,00,00,00,00,01,29,55,,27728.410870,R
,0,00000565,8,00,00,00,00,00,01,29,55,,27728.411220,R
,0,00000783,8,00,00,00,00,00,01,29,55,,27728.411640,R
,0,00000163,8,00,00,00,00,00,01,29,56,,27728.412240,R
,0,00000565,8,00,00,00,00,00,01,29,56,,27728.412580,R
,0,00000783,8,00,00,00,00,00,01,29,56,,27728.413010,R
,0,00000163,8,00,00,00,00,00,01,29,57,,27728.413860,R
,0,00000565,8,00,00,00,00,00,01,29,57,,27728.414200,R
,0,00000783,8,00,00,00,00,00,01,29,57,,27728.414630,R
,0,000000A0,8,8A,07,00,00,00,00,00,00,,27728.415740,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.415990,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.416250,R
,0,000000B0,8,EE,07,00,00,00,00,00,00,,27728.416510,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.416760,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.416930,R
,0,000000C0,8,52,08,00,00,00,00,00,00,,27728.417190,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.417450,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.417700,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.417960,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.418210,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.418470,R
,0,00000565,8,00,00,00,00,00,01,29,58,,27728.418730,R
,0,00000163,8,00,00,00,00,00,01,29,58,,27728.418900,R
,0,00000783,8,00,00,00,00,00,01,29,58,,27728.419150,R
,0,00000163,8,00,00,00,00,00,01,29,59,,27728.419750,R
,0,00000565,8,00,00,00,00,00,01,29,59,,27728.420180,R
,0,00000783,8,00,00,00,00,00,01,29,59,,27728.420600,R
,0,00000163,8,00,00,00,00,00,01,29,5A,,27728.421200,R
,0,00000565,8,00,00,00,00,00,01,29,5A,,27728.421630,R
,0,00000783,8,00,00,00,00,00,01,29,5A,,27728.422050,R
,0,00000163,8,00,00,00,00,00,01,29,5B,,27728.422650,R
,0,00000565,8,00,00,00,00,00,01,29,5B,,27728.423080,R
,0,00000783,8,00,00,00,00,00,01,29,5B,,27728.423500,R
,0,00000163,8,00,00,00,00,00,01,29,5C,,27728.424020,R
,0,00000565,8,00,00,00,00,00,01,29,5C,,27728.424440,R
,0,00000783,8,00,00,00,00,00,01,29,5C,,27728.424870,R
,0,000000A0,8,8F,07,00,00,00,00,00,00,,27728.425720,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.425980,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.426230,R
,0,000000B0,8,F3,07,00,00,00,00,00,00,,27728.426490,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.426750,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.427000,R
,0,000000C0,8,57,08,00,00,00,00,00,00,,27728.427170,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.427430,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.427690,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.427940,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.428200,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.428450,R
,0,00000565,8,00,00,00,00,00,01,29,5D,,27728.428710,R
,0,00000163,8,00,00,00,00,00,01,29,5D,,27728.428970,R
,0,00000783,8,00,00,00,00,00,01,29,5D,,27728.429140,R
,0,00000163,8,00,00,00,00,00,01,29,5E,,27728.429820,R
,0,00000565,8,00,00,00,00,00,01,29,5E,,27728.430160,R
,0,00000783,8,00,00,00,00,00,01,29,5E,,27728.430590,R
,0,00000163,8,00,00,00,00,00,01,29,5F,,27728.431180,R
,0,00000565,8,00,00,00,00,00,01,29,5F,,27728.431530,R
,0,00000783,8,00,00,00,00,00,01,29,5F,,27728.431950,R
,0,00000163,8,00,00,00,00,00,01,29,60,,27728.432550,R
,0,00000565,8,00,00,00,00,00,01,29,60,,27728.432980,R
,0,00000783,8,00,00,00,00,00,01,29,60,,27728.433400,R
,0,00000163,8,00,00,00,00,00,01,29,61,,27728.434170,R
,0,00000565,8,00,00,00,00,00,01,29,61,,27728.434600,R
,0,00000783,8,00,00,00,00,00,01,29,61,,27728.435020,R
,0,000000A0,8,94,07,00,00,00,00,00,00,,27728.435710,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.435960,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.436220,R
,0,000000B0,8,F8,07,00,00,00,00,00,00,,27728.436470,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.436730,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.436990,R
,0,000000C0,8,5C,08,00,00,00,00,00,00,,27728.437240,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.437500,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.437670,R
,0,00000163,8,00,00,00,00,00,01,29,62,,27728.437930,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.438180,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.438440,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.438690,R
,0,00000565,8,00,00,00,00,00,01,29,62,,27728.438950,R
,0,00000783,8,00,00,00,00,00,01,29,62,,27728.439290,R
,0,00000163,8,00,00,00,00,00,01,29,63,,27728.439890,R
,0,00000565,8,00,00,00,00,00,01,29,63,,27728.440310,R
,0,00000783,8,00,00,00,00,00,01,29,63,,27728.440740,R
,0,00000163,8,00,00,00,00,00,01,2A,00,,27728.441340,R
,0,00000565,8,00,00,00,00,00,01,2A,00,,27728.441770,R
,0,00000783,8,00,00,00,00,00,01,2A,00,,27728.442110,R
,0,00000163,8,00,00,00,00,00,01,2A,01,,27728.442700,R
,0,00000565,8,00,00,00,00,00,01,2A,01,,27728.443130,R
,0,00000783,8,00,00,00,00,00,01,2A,01,,27728.443470,R
,0,00000163,8,00,00,00,00,00,01,2A,02,,27728.444410,R
,0,00000565,8,00,00,00,00,00,01,2A,02,,27728.444840,R
,0,00000783,8,00,00,00,00,00,01,2A,02,,27728.445180,R
,0,000000A1,8,BE,05,00,00,00,00,00,00,,27728.445690,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.445950,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.446200,R
,0,000000B1,8,BE,05,00,00,00,00,00,00,,27728.446460,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.446710,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.446970,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.447230,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.447480,R
,0,00000163,8,00,00,00,00,00,01,2A,03,,27728.447740,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.447910,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.448170,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.448420,R
,0,00000565,8,00,00,00,00,00,01,2A,03,,27728.448680,R
,0,00000783,8,00,00,00,00,00,01,2A,03,,27728.449100,R
,0,00000163,8,00,00,00,00,00,01,2A,04,,27728.449700,R
,0,00000565,8,00,00,00,00,00,01,2A,04,,27728.450130,R
,0,00000783,8,00,00,00,00,00,01,2A,04,,27728.450470,R
,0,00000163,8,00,00,00,00,00,01,2A,05,,27728.451070,R
,0,00000565,8,00,00,00,00,00,01,2A,05,,27728.451490,R
,0,00000783,8,00,00,00,00,00,01,2A,05,,27728.451920,R
,0,00000163,8,00,00,00,00,00,01,2A,06,,27728.452520,R
,0,00000565,8,00,00,00,00,00,01,2A,06,,27728.452940,R
,0,00000783,8,00,00,00,00,00,01,2A,06,,27728.453370,R
,0,00000163,8,00,00,00,00,00,01,2A,07,,27728.454570,R
,0,00000565,8,00,00,00,00,00,01,2A,07,,27728.454990,R
,0,00000783,8,00,00,00,00,00,01,2A,07,,27728.455420,R
,0,000000A1,8,C3,05,00,00,00,00,00,00,,27728.455760,R
,0,00000090,8,64,00,00,00,00,00,00,00,,27728.455930,R
,0,00000098,8,64,00,00,00,00,00,00,00,,27728.456190,R
,0,000000B1,8,C3,05,00,00,00,00,00,00,,27728.456440,R
,0,000000B2,8,64,00,00,00,00,00,00,00,,27728.456700,R
,0,000000B5,8,64,00,00,00,00,00,00,00,,27728.456950,R
,0,000000C2,8,64,00,00,00,00,00,00,00,,27728.457210,R
,0,000000C5,8,64,00,00,00,00,00,00,00,,27728.457470,R
,0,00000163,8,00,00,00,00,00,01,2A,08,,27728.457720,R
,0,00000230,8,64,00,00,00,00,00,00,00,,27728.457890,R
,0,00000323,8,64,00,00,00,00,00,00,00,,27728.458150,R
,0,00000500,8,64,00,00,00,00,00,00,00,,27728.458410,R
,0,00000565,8,00,00,00,00,00,01,2A,08,,27728.458660,R
,0,00000783,8,00,00,00,00,00,01,2A,08,,27728.459090,R
,0,00000163,8,00,00,00,00,00,01,2A,09,,27728.459690,R
,0,00000565,8,00,00,00,00,00,01,2A,09,,27728.460030,R
,0,00000783,8,00,00,00,00,00,01,2A,09,,27728.460450,R
,0,00000163,8,00,00,00,00,00,01,2A,0A,,27728.461050,R
,0,00000565,8,00,00,00,00,00,01,2A,0A,,27728.461480,R
,0,00000783,8,00,00,00,00,00,01,2A,0A,,27728.461820,R
,0,00000163,8,00,00,00,00,00,01,2A,0B,,27728.462760,R
,0,00000565,8,00,00,00,00,00,01,2A,0B,,27728.463180,R
