,Chn,Identifier,Flg,DLC,D0,1,2,3,4,5,6,D7,Time,Dir
,0,000000A1,,8,25,0D,00,00,00,00,00,00,,27323.611810,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.611980,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.612240,R
,0,000000B1,,8,25,0D,00,00,00,00,00,00,,27323.612500,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.612750,R
,0,00000163,,8,00,00,00,00,00,01,10,12,,27323.613010,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.613260,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.613520,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.613780,R
,0,00000565,,8,00,00,00,00,00,01,10,12,,27323.613950,R
,0,00000163,,8,00,00,00,00,00,01,10,13,,27323.614890,R
,0,00000565,,8,00,00,00,00,00,01,10,13,,27323.615310,R
,0,00000163,,8,00,00,00,00,00,01,10,14,,27323.616930,R
,0,00000565,,8,00,00,00,00,00,01,10,14,,27323.617360,R
,0,00000163,,8,00,00,00,00,00,01,10,15,,27323.618980,R
,0,00000565,,8,00,00,00,00,00,01,10,15,,27323.619320,R
,0,00000163,,8,00,00,00,00,00,01,10,16,,27323.621030,R
,0,00000565,,8,00,00,00,00,00,01,10,16,,27323.621370,R
,0,000000A1,,8,2A,0D,00,00,00,00,00,00,,27323.621800,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.622050,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.622220,R
,0,000000B1,,8,2A,0D,00,00,00,00,00,00,,27323.622480,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.622740,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.622990,R
,0,00000163,,8,00,00,00,00,00,01,10,17,,27323.623250,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.623500,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.623760,R
,0,00000565,,8,00,00,00,00,00,01,10,17,,27323.624020,R
,0,00000163,,8,00,00,00,00,00,01,10,18,,27323.625130,R
,0,00000565,,8,00,00,00,00,00,01,10,18,,27323.625470,R
,0,00000163,,8,00,00,00,00,00,01,10,19,,27323.627090,R
,0,00000565,,8,00,00,00,00,00,01,10,19,,27323.627510,R
,0,00000163,,8,00,00,00,00,00,01,10,1A,,27323.629140,R
,0,00000565,,8,00,00,00,00,00,01,10,1A,,27323.629560,R
,0,00000163,,8,00,00,00,00,00,01,10,1B,,27323.631180,R
,0,00000565,,8,00,00,00,00,00,01,10,1B,,27323.631610,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.631870,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.632120,R
,0,000000A3,,8,6C,11,00,00,00,00,00,00,,27323.632290,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.632550,R
,0,000000B3,,8,34,12,00,00,00,00,00,00,,27323.632810,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.633060,R
,0,00000163,,8,00,00,00,00,00,01,10,1C,,27323.633320,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.633570,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.633830,R
,0,00000565,,8,00,00,00,00,00,01,10,1C,,27323.634090,R
,0,00000163,,8,00,00,00,00,00,01,10,1D,,27323.635280,R
,0,00000565,,8,00,00,00,00,00,01,10,1D,,27323.635710,R
,0,00000163,,8,00,00,00,00,00,01,10,1E,,27323.637330,R
,0,00000565,,8,00,00,00,00,00,01,10,1E,,27323.637670,R
,0,00000163,,8,00,00,00,00,00,01,10,1F,,27323.639380,R
,0,00000565,,8,00,00,00,00,00,01,10,1F,,27323.639720,R
,0,00000163,,8,00,00,00,00,00,01,10,20,,27323.641420,R
,0,000000A3,,8,6C,11,00,00,00,00,00,00,,27323.641770,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.642020,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.642280,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.642530,R
,0,000000B3,,8,34,12,00,00,00,00,00,00,,27323.642790,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.642960,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.643220,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.643470,R
,0,00000565,,8,00,00,00,00,00,01,10,20,,27323.643730,R
,0,00000163,,8,00,00,00,00,00,01,10,21,,27323.643980,R
,0,00000565,,8,00,00,00,00,00,01,10,21,,27323.644410,R
,0,00000163,,8,00,00,00,00,00,01,10,22,,27323.645430,R
,0,00000565,,8,00,00,00,00,00,01,10,22,,27323.645860,R
,0,00000163,,8,00,00,00,00,00,01,10,23,,27323.647480,R
,0,00000565,,8,00,00,00,00,00,01,10,23,,27323.647910,R
,0,00000163,,8,00,00,00,00,00,01,10,24,,27323.649530,R
,0,00000565,,8,00,00,00,00,00,01,10,24,,27323.649960,R
,0,00000163,,8,00,00,00,00,00,01,10,25,,27323.651580,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.651830,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.652090,R
,0,000000A3,,8,6C,11,00,00,00,00,00,00,,27323.652350,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.652600,R
,0,000000B3,,8,34,12,00,00,00,00,00,00,,27323.652860,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.653030,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.653290,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.653540,R
,0,00000565,,8,00,00,00,00,00,01,10,25,,27323.653800,R
,0,00000163,,8,00,00,00,00,00,01,10,26,,27323.654050,R
,0,00000565,,8,00,00,00,00,00,01,10,26,,27323.654480,R
,0,00000163,,8,00,00,00,00,00,01,10,27,,27323.655670,R
,0,00000565,,8,00,00,00,00,00,01,10,27,,27323.656100,R
,0,00000163,,8,00,00,00,00,00,01,10,28,,27323.657720,R
,0,00000565,,8,00,00,00,00,00,01,10,28,,27323.658060,R
,0,00000163,,8,00,00,00,00,00,01,10,29,,27323.659770,R
,0,00000565,,8,00,00,00,00,00,01,10,29,,27323.660110,R
,0,000000A3,,8,6C,11,00,00,00,00,00,00,,27323.661730,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.661990,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.662250,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.662500,R
,0,000000B3,,8,34,12,00,00,00,00,00,00,,27323.662760,R
,0,00000163,,8,00,00,00,00,00,01,10,2A,,27323.663010,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.663180,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.663440,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.663700,R
,0,00000565,,8,00,00,00,00,00,01,10,2A,,27323.663950,R
,0,00000163,,8,00,00,00,00,00,01,10,2B,,27323.664550,R
,0,00000565,,8,00,00,00,00,00,01,10,2B,,27323.664980,R
,0,00000163,,8,00,00,00,00,00,01,10,2C,,27323.665830,R
,0,00000565,,8,00,00,00,00,00,01,10,2C,,27323.666260,R
,0,00000163,,8,00,00,00,00,00,01,10,2D,,27323.667880,R
,0,00000565,,8,00,00,00,00,00,01,10,2D,,27323.668300,R
,0,00000163,,8,00,00,00,00,00,01,10,2E,,27323.669930,R
,0,00000565,,8,00,00,00,00,00,01,10,2E,,27323.670350,R
,0,000000C4,,8,2A,0D,00,00,00,00,00,00,,27323.671720,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.671970,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.672230,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.672490,R
,0,00000163,,8,00,00,00,00,00,01,10,2F,,27323.672740,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.673000,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.673250,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.673510,R
,0,00000565,,8,00,00,00,00,00,01,10,2F,,27323.673680,R
,0,00000163,,8,00,00,00,00,00,01,10,30,,27323.674280,R
,0,00000565,,8,00,00,00,00,00,01,10,30,,27323.674700,R
,0,00000163,,8,00,00,00,00,00,01,10,31,,27323.676070,R
,0,00000565,,8,00,00,00,00,00,01,10,31,,27323.676410,R
,0,00000163,,8,00,00,00,00,00,01,10,32,,27323.678120,R
,0,00000565,,8,00,00,00,00,00,01,10,32,,27323.678460,R
,0,00000163,,8,00,00,00,00,00,01,10,33,,27323.680170,R
,0,00000565,,8,00,00,00,00,00,01,10,33,,27323.680510,R
,0,000000C4,,8,2A,0D,00,00,00,00,00,00,,27323.681790,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.681960,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.682210,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.682470,R
,0,00000163,,8,00,00,00,00,00,01,10,34,,27323.682730,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.682980,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.683240,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.683490,R
,0,00000565,,8,00,00,00,00,00,01,10,34,,27323.683750,R
,0,00000163,,8,00,00,00,00,00,01,10,35,,27323.684350,R
,0,00000565,,8,00,00,00,00,00,01,10,35,,27323.684690,R
,0,00000163,,8,00,00,00,00,00,01,10,36,,27323.686220,R
,0,00000565,,8,00,00,00,00,00,01,10,36,,27323.686650,R
,0,00000163,,8,00,00,00,00,00,01,10,37,,27323.688270,R
,0,00000565,,8,00,00,00,00,00,01,10,37,,27323.688700,R
,0,00000163,,8,00,00,00,00,00,01,10,38,,27323.690320,R
,0,00000565,,8,00,00,00,00,00,01,10,38,,27323.690750,R
,0,000000C4,,8,2A,0D,00,00,00,00,00,00,,27323.691770,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.692030,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.692200,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.692450,R
,0,00000163,,8,00,00,00,00,00,01,10,39,,27323.692710,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.692970,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.693220,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.693480,R
,0,00000565,,8,00,00,00,00,00,01,10,39,,27323.693730,R
,0,00000163,,8,00,00,00,00,00,01,10,3A,,27323.694420,R
,0,00000565,,8,00,00,00,00,00,01,10,3A,,27323.694760,R
,0,00000163,,8,00,00,00,00,00,01,10,3B,,27323.696460,R
,0,00000565,,8,00,00,00,00,00,01,10,3B,,27323.696810,R
,0,00000163,,8,00,00,00,00,00,01,10,3C,,27323.698510,R
,0,00000565,,8,00,00,00,00,00,01,10,3C,,27323.698850,R
,0,00000163,,8,00,00,00,00,00,01,10,3D,,27323.700560,R
,0,00000565,,8,00,00,00,00,00,01,10,3D,,27323.700900,R
,0,000000C4,,8,2A,0D,00,00,00,00,00,00,,27323.701750,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.702010,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.702270,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.702440,R
,0,00000163,,8,00,00,00,00,00,01,10,3E,,27323.702690,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.702950,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.703210,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.703460,R
,0,00000565,,8,00,00,00,00,00,01,10,3E,,27323.703720,R
,0,00000163,,8,00,00,00,00,00,01,10,3F,,27323.704570,R
,0,00000565,,8,00,00,00,00,00,01,10,3F,,27323.705000,R
,0,00000163,,8,00,00,00,00,00,01,10,40,,27323.706620,R
,0,00000565,,8,00,00,00,00,00,01,10,40,,27323.707050,R
,0,00000163,,8,00,00,00,00,00,01,10,41,,27323.708670,R
,0,00000565,,8,00,00,00,00,00,01,10,41,,27323.709090,R
,0,00000163,,8,00,00,00,00,00,01,10,42,,27323.710710,R
,0,00000565,,8,00,00,00,00,00,01,10,42,,27323.711140,R
,0,000000C4,,8,2A,0D,00,00,00,00,00,00,,27323.711740,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.711990,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.712250,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.712510,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.712760,R
,0,00000163,,8,00,00,00,00,00,01,10,43,,27323.712930,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.713190,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.713450,R
,0,00000565,,8,00,00,00,00,00,01,10,43,,27323.713700,R
,0,00000163,,8,00,00,00,00,00,01,10,44,,27323.714810,R
,0,00000565,,8,00,00,00,00,00,01,10,44,,27323.715150,R
,0,00000163,,8,00,00,00,00,00,01,10,45,,27323.716860,R
,0,00000565,,8,00,00,00,00,00,01,10,45,,27323.717200,R
,0,00000163,,8,00,00,00,00,00,01,10,46,,27323.718910,R
,0,00000565,,8,00,00,00,00,00,01,10,46,,27323.719250,R
,0,00000163,,8,00,00,00,00,00,01,10,47,,27323.720870,R
,0,00000565,,8,00,00,00,00,00,01,10,47,,27323.721300,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.721720,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.721980,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.722230,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.722490,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.722750,R
,0,00000163,,8,00,00,00,00,00,01,10,48,,27323.723000,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.723170,R
,0,00000565,,8,00,00,00,00,00,01,10,48,,27323.723430,R
,0,00000163,,8,00,00,00,00,00,01,10,49,,27323.724970,R
,0,00000565,,8,00,00,00,00,00,01,10,49,,27323.725390,R
,0,00000163,,8,00,00,00,00,00,01,10,4A,,27323.727010,R
,0,00000565,,8,00,00,00,00,00,01,10,4A,,27323.727440,R
,0,00000163,,8,00,00,00,00,00,01,10,4B,,27323.729060,R
,0,00000565,,8,00,00,00,00,00,01,10,4B,,27323.729490,R
,0,00000163,,8,00,00,00,00,00,01,10,4C,,27323.731110,R
,0,00000565,,8,00,00,00,00,00,01,10,4C,,27323.731540,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.731710,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.731960,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.732220,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.732470,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.732730,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.732990,R
,0,00000163,,8,00,00,00,00,00,01,10,4D,,27323.733240,R
,0,00000565,,8,00,00,00,00,00,01,10,4D,,27323.733670,R
,0,00000163,,8,00,00,00,00,00,01,10,4E,,27323.735210,R
,0,00000565,,8,00,00,00,00,00,01,10,4E,,27323.735550,R
,0,00000163,,8,00,00,00,00,00,01,10,4F,,27323.737250,R
,0,00000565,,8,00,00,00,00,00,01,10,4F,,27323.737590,R
,0,00000163,,8,00,00,00,00,00,01,10,50,,27323.739220,R
,0,00000565,,8,00,00,00,00,00,01,10,50,,27323.739640,R
,0,00000163,,8,00,00,00,00,00,01,10,51,,27323.741260,R
,0,00000565,,8,00,00,00,00,00,01,10,51,,27323.741690,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.741950,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.742200,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.742460,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.742710,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.742890,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.743140,R
,0,00000163,,8,00,00,00,00,00,01,10,52,,27323.743400,R
,0,00000565,,8,00,00,00,00,00,01,10,52,,27323.743820,R
,0,00000163,,8,00,00,00,00,00,01,10,53,,27323.745360,R
,0,00000565,,8,00,00,00,00,00,01,10,53,,27323.745790,R
,0,00000163,,8,00,00,00,00,00,01,10,54,,27323.747410,R
,0,00000565,,8,00,00,00,00,00,01,10,54,,27323.747830,R
,0,00000163,,8,00,00,00,00,00,01,10,55,,27323.749460,R
,0,00000565,,8,00,00,00,00,00,01,10,55,,27323.749880,R
,0,00000163,,8,00,00,00,00,00,01,10,56,,27323.751500,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.751760,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.752020,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.752190,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.752440,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.752700,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.752950,R
,0,00000565,,8,00,00,00,00,00,01,10,56,,27323.753210,R
,0,00000163,,8,00,00,00,00,00,01,10,57,,27323.753810,R
,0,00000565,,8,00,00,00,00,00,01,10,57,,27323.754230,R
,0,00000163,,8,00,00,00,00,00,01,10,58,,27323.755600,R
,0,00000565,,8,00,00,00,00,00,01,10,58,,27323.755940,R
,0,00000163,,8,00,00,00,00,00,01,10,59,,27323.757560,R
,0,00000565,,8,00,00,00,00,00,01,10,59,,27323.757990,R
,0,00000163,,8,00,00,00,00,00,01,10,5A,,27323.759610,R
,0,00000565,,8,00,00,00,00,00,01,10,5A,,27323.760040,R
,0,00000163,,8,00,00,00,00,00,01,10,5B,,27323.761660,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.761910,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.762170,R
,0,000000A0,,8,71,11,00,00,00,00,00,00,,27323.762430,R
,0,000000B0,,8,D5,11,00,00,00,00,00,00,,27323.762680,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.762940,R
,0,000000C0,,8,39,12,00,00,00,00,00,00,,27323.763190,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.763370,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.763620,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.763880,R
,0,00000163,,8,00,00,00,00,00,01,10,5C,,27323.764130,R
,0,00000565,,8,00,00,00,00,00,01,10,5B,,27323.764390,R
,0,00000565,,8,00,00,00,00,00,01,10,5C,,27323.764650,R
,0,00000163,,8,00,00,00,00,00,01,10,5D,,27323.765750,R
,0,00000565,,8,00,00,00,00,00,01,10,5D,,27323.766180,R
,0,00000163,,8,00,00,00,00,00,01,10,5E,,27323.767800,R
,0,00000565,,8,00,00,00,00,00,01,10,5E,,27323.768230,R
,0,00000163,,8,00,00,00,00,00,01,10,5F,,27323.769850,R
,0,00000565,,8,00,00,00,00,00,01,10,5F,,27323.770280,R
,0,000000A0,,8,76,11,00,00,00,00,00,00,,27323.771730,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.771980,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.772150,R
,0,000000B0,,8,DA,11,00,00,00,00,00,00,,27323.772410,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.772670,R
,0,000000C0,,8,3E,12,00,00,00,00,00,00,,27323.772920,R
,0,00000163,,8,00,00,00,00,00,01,10,60,,27323.773180,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.773430,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.773690,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.773950,R
,0,00000565,,8,00,00,00,00,00,01,10,60,,27323.774200,R
,0,00000163,,8,00,00,00,00,00,01,10,61,,27323.774710,R
,0,00000565,,8,00,00,00,00,00,01,10,61,,27323.775140,R
,0,00000163,,8,00,00,00,00,00,01,10,62,,27323.775990,R
,0,00000565,,8,00,00,00,00,00,01,10,62,,27323.776340,R
,0,00000163,,8,00,00,00,00,00,01,10,63,,27323.777960,R
,0,00000565,,8,00,00,00,00,00,01,10,63,,27323.778380,R
,0,00000163,,8,00,00,00,00,00,01,11,00,,27323.780010,R
,0,00000565,,8,00,00,00,00,00,01,11,00,,27323.780430,R
,0,000000A0,,8,7B,11,00,00,00,00,00,00,,27323.781710,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.781970,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.782220,R
,0,000000B0,,8,DF,11,00,00,00,00,00,00,,27323.782390,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.782650,R
,0,000000C0,,8,43,12,00,00,00,00,00,00,,27323.782910,R
,0,00000163,,8,00,00,00,00,00,01,11,01,,27323.783160,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.783420,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.783670,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.783930,R
,0,00000565,,8,00,00,00,00,00,01,11,01,,27323.784190,R
,0,00000163,,8,00,00,00,00,00,01,11,02,,27323.784780,R
,0,00000565,,8,00,00,00,00,00,01,11,02,,27323.785130,R
,0,00000163,,8,00,00,00,00,00,01,11,03,,27323.786150,R
,0,00000565,,8,00,00,00,00,00,01,11,03,,27323.786580,R
,0,00000163,,8,00,00,00,00,00,01,11,04,,27323.788200,R
,0,00000565,,8,00,00,00,00,00,01,11,04,,27323.788620,R
,0,00000163,,8,00,00,00,00,00,01,11,05,,27323.790250,R
,0,00000565,,8,00,00,00,00,00,01,11,05,,27323.790590,R
,0,000000A0,,8,80,11,00,00,00,00,00,00,,27323.791700,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.791950,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.792210,R
,0,000000B0,,8,E4,11,00,00,00,00,00,00,,27323.792460,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.792720,R
,0,000000C0,,8,48,12,00,00,00,00,00,00,,27323.792890,R
,0,00000163,,8,00,00,00,00,00,01,11,06,,27323.793150,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.793400,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.793660,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.793910,R
,0,00000565,,8,00,00,00,00,00,01,11,06,,27323.794170,R
,0,00000163,,8,00,00,00,00,00,01,11,07,,27323.794770,R
,0,00000565,,8,00,00,00,00,00,01,11,07,,27323.795190,R
,0,00000163,,8,00,00,00,00,00,01,11,08,,27323.796300,R
,0,00000565,,8,00,00,00,00,00,01,11,08,,27323.796730,R
,0,00000163,,8,00,00,00,00,00,01,11,09,,27323.798350,R
,0,00000565,,8,00,00,00,00,00,01,11,09,,27323.798780,R
,0,00000163,,8,00,00,00,00,00,01,11,0A,,27323.800400,R
,0,00000565,,8,00,00,00,00,00,01,11,0A,,27323.800830,R
,0,000000A1,,8,2F,0D,00,00,00,00,00,00,,27323.801680,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.801940,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.802190,R
,0,000000B1,,8,2F,0D,00,00,00,00,00,00,,27323.802450,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.802700,R
,0,00000163,,8,00,00,00,00,00,01,11,0B,,27323.802870,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.803130,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.803390,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.803640,R
,0,00000565,,8,00,00,00,00,00,01,11,0B,,27323.803900,R
,0,00000163,,8,00,00,00,00,00,01,11,0C,,27323.804500,R
,0,00000565,,8,00,00,00,00,00,01,11,0C,,27323.804920,R
,0,00000163,,8,00,00,00,00,00,01,11,0D,,27323.806540,R
,0,00000565,,8,00,00,00,00,00,01,11,0D,,27323.806970,R
,0,00000163,,8,00,00,00,00,00,01,11,0E,,27323.808590,R
,0,00000565,,8,00,00,00,00,00,01,11,0E,,27323.809020,R
,0,00000163,,8,00,00,00,00,00,01,11,0F,,27323.810640,R
,0,00000565,,8,00,00,00,00,00,01,11,0F,,27323.810980,R
,0,000000A1,,8,34,0D,00,00,00,00,00,00,,27323.811660,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.811920,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.812180,R
,0,000000B1,,8,34,0D,00,00,00,00,00,00,,27323.812430,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.812690,R
,0,00000163,,8,00,00,00,00,00,01,11,10,,27323.812940,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.813200,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.813370,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.813630,R
,0,00000565,,8,00,00,00,00,00,01,11,10,,27323.813880,R
,0,00000163,,8,00,00,00,00,00,01,11,11,,27323.814650,R
,0,00000565,,8,00,00,00,00,00,01,11,11,,27323.815080,R
,0,00000163,,8,00,00,00,00,00,01,11,12,,27323.816700,R
,0,00000565,,8,00,00,00,00,00,01,11,12,,27323.817130,R
,0,00000163,,8,00,00,00,00,00,01,11,13,,27323.818750,R
,0,00000565,,8,00,00,00,00,00,01,11,13,,27323.819170,R
,0,00000163,,8,00,00,00,00,00,01,11,14,,27323.820790,R
,0,00000565,,8,00,00,00,00,00,01,11,14,,27323.821220,R
,0,000000A1,,8,39,0D,00,00,00,00,00,00,,27323.821650,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.821900,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.822160,R
,0,000000B1,,8,39,0D,00,00,00,00,00,00,,27323.822420,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.822670,R
,0,00000163,,8,00,00,00,00,00,01,11,15,,27323.822930,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.823180,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.823350,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.823610,R
,0,00000565,,8,00,00,00,00,00,01,11,15,,27323.823870,R
,0,00000163,,8,00,00,00,00,00,01,11,16,,27323.824890,R
,0,00000565,,8,00,00,00,00,00,01,11,16,,27323.825320,R
,0,00000163,,8,00,00,00,00,00,01,11,17,,27323.826940,R
,0,00000565,,8,00,00,00,00,00,01,11,17,,27323.827280,R
,0,00000163,,8,00,00,00,00,00,01,11,18,,27323.828990,R
,0,00000565,,8,00,00,00,00,00,01,11,18,,27323.829330,R
,0,00000163,,8,00,00,00,00,00,01,11,19,,27323.831030,R
,0,00000565,,8,00,00,00,00,00,01,11,19,,27323.831380,R
,0,000000A3,,8,80,11,00,00,00,00,00,00,,27323.831720,R
,0,00000090,,8,64,00,00,00,00,00,00,00,,27323.831890,R
,0,00000098,,8,64,00,00,00,00,00,00,00,,27323.832140,R
,0,000000B2,,8,64,00,00,00,00,00,00,00,,27323.832400,R
,0,000000B3,,8,48,12,00,00,00,00,00,00,,27323.832660,R
,0,00000230,,8,64,00,00,00,00,00,00,00,,27323.832910,R
,0,00000163,,8,00,00,00,00,00,01,11,1A,,27323.833170,R
,0,00000323,,8,64,00,00,00,00,00,00,00,,27323.833420,R
,0,00000500,,8,64,00,00,00,00,00,00,00,,27323.833680,R
,0,00000565,,8,00,00,00,00,00,01,11,1A,,27323.833850,R
